sentences,base,contrast,contrast_rnd
That's why there aren't,0.0029889566,0.4598043,0.22419332
He wouldn't let me have,-0.97684675,-0.5820317,-0.367401
I don't have,-1.0,-1.0,-1.0
You probably don't know,-0.44272202,-0.63974905,-0.27531788
And there aren't,1.0,1.0,1.0
I haven't had,-1.0,-1.0,-1.0
Now I don't feel,0.21214722,-0.4156255,0.30487344
"Someone must know by now that something's happened, but I don't know if",-1.0,-1.0,-1.0
The transcript bears me out when I say I didn't tell,-0.48781624,-0.6722414,-0.6071471
"Hildy seems very old to you, but I'm more than twice his age, and I don't have",-1.0,-1.0,-1.0
I hadn't brought,-1.0,-1.0,-1.0
"What's that... well, I'm sorry, Harvey, I don't have",-0.8234701,-1.0,-0.2922727
You don't need,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
"Yeah, but we know there aren't",0.5051985,0.89802974,1.0
You aren't doing them,-0.40892038,-0.83507633,-0.29335237
Garp dressed in running gear for his walks; he didn't have,-1.0,-0.3623597,-0.9921609
"You shithead, you don't have",-0.31843114,-1.0,-1.0
He didn't want,-1.0,-1.0,-1.0
I didn't notice,-1.0,-1.0,-1.0
"Julia, I don't see",0.04162663,-0.7611893,0.23607336
"Each time they crossed a corridor, they checked to make sure there weren't",-0.11868045,0.18415016,-0.2678672
We don't have,-1.0,-1.0,-1.0
"For God's sake, didn't he have",0.16328074,0.16069509,-0.16059192
"Come to think of it, he hadn't seen",-0.32589063,-0.42909965,-0.77398074
Aren't,0.67702186,0.61011624,1.0
I don't know about,-1.0,-1.0,-1.0
He didn't anticipate,-1.0,-1.0,-1.0
The ones in power don't play by,-1.0,-1.0,-1.0
"You see, we aren't taking",1.0,1.0,1.0
"""I don't see",-0.55189556,-0.63867235,-0.46568015
"His eyebrows rose as I sat down, but he didn't show",-0.95633405,-0.60805696,-0.19211413
I haven't discussed,-1.0,-1.0,-1.0
"No, we didn't want to leave",-0.81622416,-0.3838707,0.14384705
That's why we don't have,-1.0,-1.0,-1.0
didn't spot,-0.77272266,-0.7284346,-1.0
I don't see,-1.0,-0.8206855,-1.0
Dr. Argent didn't have,-1.0,-0.5877951,-1.0
I didn't turn,-1.0,-1.0,-1.0
Can't catch,-1.0,-1.0,-1.0
"Anyway, except for strangulation and both being retarded, I still don't see",-0.7313115,0.09559518,-0.69501436
It didn't set off,-1.0,-1.0,-1.0
Milo hadn't found,-1.0,-1.0,-1.0
Aaron hadn't spotted,-1.0,-1.0,-1.0
I didn't hear,-1.0,-1.0,-0.8797973
"His bones, being hollow, didn't ring",0.27916008,-0.23327209,0.049960937
"""There weren't",0.75630915,1.0,0.300267
You won't have,-1.0,-1.0,-1.0
"She said its all right for girls to play with each other like that, especially when there aren't",0.22038135,0.58387506,0.046223737
This time he didn't deliver,-1.0,-1.0,-0.9847862
I certainly don't want to show,-0.9348826,-1.0,-1.0
"Joana Carda remarked to Maria Guavaira, We didn't buy",-0.068521105,-0.7070374,-0.55027604
Aren't you expecting,-1.0,-1.0,-1.0
"She'd put Jack Cannon behind her, and she didn't want",-1.0,-1.0,-1.0
I hope you realize Katherine hasn't had,-1.0,-1.0,-1.0
I just don't want,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
And I won't make,-1.0,-1.0,-1.0
Since I didn't know,-0.41469032,-0.25765312,-0.53479254
She hoped that it was Todd because they hadn't made,-1.0,-1.0,-1.0
He didn't know,-1.0,-0.3468194,-0.7133117
There weren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
I thought you didn't have,-1.0,-1.0,-1.0
"""Just so you don't get",-0.76232105,-0.5577747,-0.66823596
Scheeler's report noted there wasn't,0.14755093,0.8029044,0.7282423
There aren't,1.0,1.0,1.0
"No, Mr Wynn hasn't received",-0.5346417,-0.2780712,0.034539036
aren't,1.0,1.0,1.0
"but Billie was already gone, so I didn't get",-0.7065876,-0.47246704,-0.13643564
Daniel didn't offer,-1.0,-1.0,-1.0
Carrie didn't have,-1.0,-1.0,-1.0
"Luckily, there weren't",0.28090957,0.5468276,0.3045133
Monk wouldn't have,-0.27793828,-0.010622827,-0.053038634
She didn't have,-1.0,-1.0,-1.0
"Trying to stay positive as she fought to stay afloat, she told herself to be thankful there weren't",1.0,1.0,1.0
The chief wanted to go over the car just to make sure there weren't,0.18158732,0.0030326203,0.17568624
He didn't make,-1.0,-1.0,-1.0
She didn't have,-1.0,-1.0,-1.0
"She loved her old, worn-out apartment and didn't have",-0.73224986,-0.15402555,-0.042720463
There weren't,1.0,1.0,1.0
We haven't time for,-1.0,-1.0,-1.0
We won't win,-1.0,-1.0,-1.0
They wouldn't settle for,-1.0,-1.0,-1.0
"""And, as for their devoted quarrying by hand: """"They probably don't have",-1.0,-0.7308023,-0.40232062
But I don't want to take,-0.23856165,-0.38524202,-0.18883713
I didn't hear,-1.0,-0.65895015,-1.0
I don't know,-0.06797651,-0.17746498,-0.08904485
"But the food came on these crummy old wooden dishes, and there weren't",0.61621916,0.60795426,0.62396765
"For some reason, Falier didn't want to make",-1.0,-1.0,-0.7323049
"He froze, suddenly aware that he hadn't got",0.32931662,1.0,0.26460478
He made a wish that there wouldn't be,0.14937276,0.20208648,0.15783133
I do hope it won't cause you,-0.4925043,-0.5204501,-0.374021
We don't have,-1.0,-1.0,-1.0
I don't seem to have,-1.0,-0.5717439,-1.0
"She tried to stand up, but her legs didn't seem to have",-0.85488397,-0.33679986,-0.22290216
"""That's…"""" He shrugged, as if to say there weren't",0.48898888,0.85520434,1.0
There don't seem to be,-0.31677917,-0.14627008,-0.002495525
Runting wasn't showing,-0.3382039,-1.0,0.2195568
"Some of the guys come up this way quite often, that's how they know there won't be",0.20345084,0.78190655,0.4742549
"It'd have to stay there overnight before it was fit to use, so at least he wouldn't have to make",-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
I haven't got,-0.93768436,-1.0,-1.0
Then you wouldn't need to have,-1.0,-1.0,-0.8473599
"""He smiled, and added, """"There aren't",0.39083275,0.61529887,1.0
I just don't want,-1.0,-1.0,-1.0
It certainly hadn't done him,-1.0,-0.90985143,-1.0
He didn't take,-1.0,-1.0,-1.0
Unscarred — this body hadn't caught,-1.0,-1.0,-0.9504949
"""I don't see",-0.24626958,-0.4120984,-0.6273166
There hadn't been,0.10630601,0.1397869,0.23580645
"Apparently, he'd believed that a bargain was a bargain, and I hadn't made",-1.0,-1.0,-0.6125877
I didn't find,-1.0,-1.0,-1.0
You said he wouldn't start,-0.60337126,-0.7789702,0.076561384
I didn't get,-1.0,-1.0,-1.0
I don't want to have,-1.0,-1.0,-0.82566524
She didn't think he had,-0.55720174,-1.0,-0.027539715
There wasn't,1.0,1.0,1.0
I didn't get,-1.0,-1.0,-1.0
Etain didn't have to take,-1.0,-0.48553964,-0.65699476
You won't' get,-0.4011309,-0.6307339,-0.5899705
I don't have,-1.0,-1.0,-0.9673471
You don't have,-1.0,-1.0,-1.0
I didn't have to make,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
She wasn't wearing,-1.0,-0.9231353,-1.0
He knew he wouldn't be getting,1.0,0.938946,0.55638
There aren't,1.0,1.0,1.0
I didn't see,-1.0,-1.0,-1.0
She had cried so much that she didn't have,-1.0,-0.6830632,-0.66606826
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
There weren't,1.0,1.0,1.0
Mark didn't have,-1.0,-1.0,-1.0
We wouldn't want,-1.0,-1.0,-1.0
And don't use,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
Can't come up with,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
He wasn't going to get,0.77001905,0.525494,0.8175913
Her childhood hadn't included,-1.0,-1.0,-1.0
I wanted her for my first wedding but she wouldn't do,-0.97457397,-0.7766782,-1.0
"Oddly enough, Jedidiah hadn't taught him",0.59346884,0.48891678,0.32814738
As long as he doesn't touch,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
She'd said there hadn't been,0.17181331,-0.013796024,-0.06885492
He didn't have,-1.0,-1.0,-1.0
And there aren't,0.9699336,0.010142507,1.0
Apparently there weren't,0.396253,0.5310174,0.46233174
He hadn't added,-1.0,-1.0,-1.0
Maybe there wouldn't be,0.31976107,0.45445266,0.43579683
She didn't hear,-1.0,-1.0,-1.0
I told you I don't have,-1.0,-1.0,-1.0
She hadn't picked up,-0.5353207,-0.35681802,-0.43183997
"I see you Mom, in my dreams… but you don't have",-1.0,-0.60321057,-0.6214754
She didn't have,-1.0,-1.0,-1.0
He didn't know,-0.069066025,-1.0,-1.0
We really don't know,0.13055617,0.86203533,0.31075418
"When she pulled her dress to her waist, she didn't have to jerk",0.2811913,0.2667059,0.681462
You don't need,-1.0,-1.0,-1.0
She didn't hear,-1.0,-1.0,-1.0
"Hell, Mom, I don't know",0.67791486,0.5066084,1.0
It's too bad there aren't,-0.02127871,0.14755484,0.856536
"Jerry seemed to want to try everything with her, but she didn't remember",0.26469108,-0.31049204,0.49595115
I'm really glad that you don't have,-1.0,-0.7100223,-1.0
There certainly weren't,0.9254243,0.2792031,1.0
She didn't want to take,-0.8992047,-1.0,-0.6934077
I didn't take,-1.0,-1.0,-1.0
"""But, she said, trying to keep her voice steady and firm, """"I just don't have",-1.0,-1.0,-1.0
Jo didn't show,-1.0,-1.0,-1.0
Christian certainly hadn't shown,-1.0,-1.0,-1.0
He knew he wouldn't find,-1.0,-1.0,-1.0
It wasn't showing,-1.0,-0.85307634,0.25982454
"Only Nadine knew, and she didn't show",-0.8391671,-0.6296593,-0.5512581
We still have to haul this thing out and make sure there aren't,0.21368593,0.6186689,-0.036585294
I didn't bring,-1.0,-1.0,-1.0
I didn't see,-1.0,-1.0,-1.0
"""Answering the implicit question, she said, """"I don't have",-1.0,-0.6677918,-1.0
She didn't have,-1.0,-1.0,-1.0
They just want to make sure you don't engage in,-1.0,-1.0,-1.0
"""Maybe you're thinking to yourself, """"But I don't know",1.0,1.0,1.0
I'm afraid I don't have,-0.85065204,-1.0,-1.0
Didn't find,-0.9540897,-0.48930398,-1.0
I didn't expect to put,-1.0,-1.0,-1.0
Something easily done by three or four guys and you wouldn't be missing,-1.0,-1.0,-1.0
Marsten wouldn't leave,-1.0,-0.3565138,0.27291462
I didn't see,-1.0,-1.0,-1.0
An earlier daylight saving time doesn't do them,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
I didn't see,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
I think we can safely assume that we won't find,-1.0,-1.0,-1.0
Like he doesn't have,-0.9142903,-1.0,-0.9736842
"Of course I did, but I also knew it wouldn't score me",0.3613494,0.354744,0.8018331
and I didn't see,-0.9453505,-0.74932635,-1.0
He's behaving very well and hasn't had,-1.0,-1.0,-1.0
"""We're supposed to take everybody out so they don't get",0.34586787,0.46371317,1.0
I don't recall,-0.15891334,-0.834313,0.11840321
I don't want,-1.0,-1.0,-1.0
He didn't want to leave,-1.0,-0.6781406,-0.36114672
He hadn't made,-1.0,-1.0,-1.0
I didn't find,-1.0,-1.0,-1.0
But she wasn't going to take,-0.059361096,-0.38125676,-0.05241028
Then she pulled up her dress and I could see that she didn't have,-1.0,-0.9555966,-0.6793784
"Bastiel might have been on the council, but his study to didn't hold",-0.0012762996,-0.22716317,0.64048815
"Interestingly enough, there weren't",-0.0792254,0.29194564,0.5324376
Make sure it hasn't got,-1.0,-1.0,-1.0
"And right now, I wasn't placing",0.115612745,0.24001642,0.0842043
"His scent said he was human, so he wouldn't overhear",-0.4259534,0.048698623,0.6320971
Though I still wasn't getting,0.3982036,1.0,1.0
One thing I did notice was the fact that there didn't seem to be,0.12794626,0.28555366,0.37014702
A careful study of the upper spaces of the barn didn't reveal,-1.0,-1.0,-1.0
He didn't want,-1.0,-1.0,-1.0
He wasn't wearing,-1.0,-1.0,-1.0
I made sure she didn't see,-0.91498816,-0.9470681,-0.89045346
He didn't want to owe,-0.7369921,-0.91582316,-0.7652689
I don't want to take,-0.42415613,-1.0,-0.70179385
He hadn't put,-1.0,-1.0,-1.0
I–I'll make sure we didn't leave,-0.21915698,-0.173476,0.050705463
I don't have,-1.0,-1.0,-1.0
I thought you were the one who didn't want to take,-1.0,-1.0,-1.0
"He sensed Michael was doing it, and since he didn't hear",-0.5422186,-0.160574,-0.14272091
That doesn't win you,0.34364676,0.12686668,0.30555433
"Still, Michael listened carefully and didn't hear",-1.0,-0.8905501,-1.0
Mark hadn't taken,-1.0,1.0,-1.0
"I mean, since we haven't been keeping",-1.0,-0.5452146,-0.7754489
We don't have,-1.0,-1.0,-1.0
And we don't need,-1.0,-1.0,-1.0
I sure hoped there weren't,0.41747665,0.025346598,0.3408568
I haven't seen,-1.0,-1.0,-1.0
The owner didn't allow,-1.0,-1.0,-1.0
He doesn't stockpile,-1.0,0.07923056,-0.5700961
Hugh hadn't taken,-1.0,-1.0,-1.0
This body wasn't setting,0.789393,-0.3828982,1.0
"I patted his pockets, and there weren't",0.2786906,0.39931282,0.33750767
The furniture didn't have,-1.0,-1.0,-1.0
Then she wouldn't be asking,0.2610086,-0.6992646,-1.0
"Even if the Skeezers are on that island and see us, and know we're friends, they haven't",0.71732396,0.9495573,1.0
"""She laughed, saying: """"During the heat of the day I like to be an ape, for an ape doesn't wear",-0.31086677,0.7292286,0.49942112
I didn't notice,-1.0,-0.66929966,-0.86270785
I don't see,-1.0,-1.0,-0.7484243
I haven't received,-1.0,-1.0,-1.0
She didn't want,-1.0,-1.0,-1.0
And check the room to make sure there aren't,0.077148855,0.041455083,0.2370659
There weren't,1.0,1.0,1.0
"She warned them that some Hunters were coming on business, but didn't want to give",-1.0,-1.0,-1.0
"The head was still moaning, but it didn't have",-1.0,-1.0,-0.9021066
There weren't,1.0,0.99061143,1.0
The only thing in his favor was that there didn't seem to be,0.27660522,0.21669343,0.31439298
And some of us have noticed that there aren't,0.050901107,0.44118518,0.2420263
But there hadn't been,0.25540006,0.17138623,0.565159
There weren't,1.0,1.0,1.0
There weren't,1.0,1.0,1.0
We don't have,-1.0,-1.0,-1.0
But I don't have,-1.0,-1.0,-1.0
I didn't make,-1.0,-1.0,-1.0
This doesn't include,-1.0,-1.0,-1.0
At last they've reluctantly agreed we didn't break,-1.0,-1.0,-0.79664093
There wasn't,1.0,1.0,1.0
I don't know,-0.28438702,-0.11718231,0.13611811
I don't see,-1.0,-1.0,-0.6720993
I haven't taken,-1.0,-1.0,-1.0
He doesn't have,-1.0,-1.0,-1.0
Trev claimed it was because he wouldn't allow,-1.0,-1.0,-1.0
Tess's friend didn't do me,-0.7603343,-0.28966647,-0.5357444
But there aren't,-0.12443446,0.51393205,1.0
"Uh, you don't have",-1.0,-0.8497651,-1.0
"We're partners, I'm gonna be totally up front, 'cause I don't want",-1.0,-1.0,-1.0
"""No, said Claire Steiger, """"there won't be",0.14708833,0.33585936,0.5121626
There won't be,-0.90171057,-0.91514254,-1.0
I don't see,-1.0,-0.53223336,-0.9236085
I hadn't seen,-1.0,-1.0,-1.0
I didn't find,-1.0,-1.0,-1.0
And there weren't,-1.0,0.48397753,0.5851931
And there aren't,-0.7952376,1.0,1.0
"Bullets can shatter when they hit bone, but the shot into her abdomen didn't hit",-1.0,-0.587019,-1.0
I told him I didn't have,-1.0,-1.0,-0.4602681
But Ellerbee didn't keep,-0.9601331,-0.031829953,-0.2399546
These are old savings and checking accounts that haven't had,-0.8141505,-0.9975952,-0.93434805
I don't recall,-0.4452827,-0.2598646,-0.41869265
"Another thing, we didn't bring",-0.19902962,-0.7977544,0.1773075
I don't see you doing,-0.2145789,-0.49890286,-0.57388365
It wasn't,1.0,1.0,0.138596
"To the best of my knowledge, you haven't consulted",0.9215822,0.89217967,0.23648544
And they didn't have,-1.0,-1.0,-1.0
Emmis didn't recall seeing,0.5984098,0.19391713,-0.2372741
There aren't,1.0,1.0,1.0
I don't have,-1.0,-1.0,-1.0
He didn't want,-1.0,-1.0,-1.0
"So far, he hadn't had to do",-1.0,-1.0,-1.0
But the point is that I know why I wasn't having,-0.56206805,-1.0,-1.0
``We haven't found,-0.5180301,-0.6532099,-0.8359297
And don't have,-1.0,-1.0,-1.0
We don't want,-1.0,-1.0,-1.0
But there aren't,1.0,0.7105763,1.0
We didn't see,-1.0,-1.0,-1.0
That name doesn't ring,-1.0,-1.0,-1.0
But I didn't make,-1.0,-1.0,-1.0
I knew you wouldn't bring,-1.0,-0.68650144,-0.20278807
We didn't find,-1.0,-1.0,-1.0
We don't want,-1.0,-1.0,-1.0
I don't see,-1.0,-1.0,-0.43747318
We won't need,-1.0,-1.0,-1.0
And don't prepare,-0.75988406,-0.63652736,-1.0
"I could cry, but I don't have",0.24205072,-0.3200818,-0.33419153
"No, you fellows wouldn't want to take",-0.08523404,-0.29125163,-0.015864955
I won't be cutting,-0.93060994,-0.9887161,-1.0
They hadn't sent,-1.0,-1.0,-1.0
There haven't been,0.38662744,0.13518351,0.75788015
He won't have,-1.0,-1.0,-1.0
Work in teams of two — I don't want,-1.0,-1.0,-1.0
"For heaven's sake, there aren't",0.39288336,0.18556565,0.18937622
She hoped there weren't,0.022105696,0.062071525,0.82321995
That hometown location wouldn't surprise,-0.117170095,-0.11916124,-0.7390854
"Meantime, she hasn't caused you",-0.54026294,-0.3663316,-0.3458281
I didn't throw him,0.0059213233,-0.22328173,-0.28096148
"I'm sure they would be standing in line to buy, but I haven't picked up",-1.0,-0.40760458,-0.60919785
I don't have,-1.0,-1.0,-1.0
But you're right about one thing: We don't have to make,-0.823886,-0.6811363,-0.6299023
I wouldn't hold out,-1.0,-1.0,-1.0
You don't need,-1.0,-1.0,-1.0
You don't need,-1.0,-1.0,-1.0
"Besides, I don't see",-1.0,-0.42684266,0.3047703
Make sure everyone is ready for that conference call: I don't want,-1.0,-1.0,-1.0
"Unfortunately, he didn't know",0.33294073,-0.32538408,-0.8313831
"Briefly, he scanned the other lit windows of the brownstone, but didn't encounter",-1.0,-1.0,-1.0
We didn't find,-1.0,-1.0,-1.0
We didn't make,-1.0,-1.0,-1.0
There hadn't been,0.19423713,0.21396253,0.34794772
Her mother didn't have,-1.0,-1.0,-1.0
She didn't have,-1.0,-1.0,-1.0
We don't want,-1.0,-1.0,-1.0
Daffir hadn't had,-1.0,-1.0,-1.0
"If that chunk spills from the box, there won't be",0.7645349,0.26026246,1.0
"Thanks again for giving us your time this morning, but we won't be publishing",0.11625479,0.26124007,0.3755868
She hasn't issued,-1.0,-1.0,-1.0
That's why we won't be doing,-0.30921152,0.10329574,0.31959176
They didn't encounter,-1.0,-1.0,-1.0
They hadn't found,-1.0,-1.0,-1.0
Though we haven't had,-1.0,-1.0,-1.0
But don't take,-1.0,-1.0,-1.0
"And as far as I can tell, she hasn't made",-1.0,-1.0,-1.0
"Professora Vorthys would also be extremely interested, I think; don't overlook",-1.0,-1.0,-1.0
But I hadn't noticed,-1.0,-1.0,-1.0
He didn't recall seeing,-1.0,-0.88708436,-0.7629572
There weren't,1.0,0.5324325,1.0
"Meantime, I haven't seen",-1.0,-0.5991886,-0.22911595
I didn't want to make,-1.0,-1.0,-1.0
But I didn't think you had,0.4945837,0.40440553,1.0
I don't want,-1.0,-1.0,-1.0
"Except for her father, Carol wasn't close to",-0.009746984,0.80817133,0.32019678
It wouldn't do her career,-0.6295071,-0.11245459,1.0
I assume you didn't bring,-0.67801595,-1.0,-1.0
I was delighted to find she wasn't wearing,0.26148507,0.17725556,0.73750705
I didn't ask,-0.7877536,-0.916456,-0.9204368
I didn't find,-1.0,-1.0,-1.0
I didn't notice,-1.0,-1.0,-1.0
Then they won't get,-0.32378808,-0.14787996,-0.3655784
"But after all this time, he hasn't",1.0,1.0,1.0
I didn't have,-1.0,-1.0,-1.0
"Well, I don't have",-1.0,0.30075857,-0.7899261
There weren't,1.0,1.0,1.0
Dru didn't know,-0.44121784,-0.32871154,-0.35945237
I don't see,-1.0,-0.86471933,-1.0
I didn't see,-1.0,-1.0,-1.0
"By the way, there won't be",0.9502882,0.43778744,0.8700396
A couple of hours and I haven't seen,-0.6183894,-0.24639727,-0.49906474
I think it would be a good idea if you didn't read,-1.0,-1.0,-1.0
You put me on the spot but you weren't giving me,-0.5709615,0.23623455,1.0
She didn't have,-1.0,-1.0,-1.0
"She would have to play the act of seduction by ear, hoping that she wouldn't make",-1.0,-1.0,-1.0
The boy wasn't wearing,-1.0,-0.41553223,-0.64809203
There weren't,0.9074645,1.0,1.0
I don't have,-1.0,-1.0,-1.0
But there aren't,0.801696,1.0,1.0
You don't have,-1.0,-1.0,-1.0
"We need you, we were prepared to pay for you — but there won't be",0.4751145,0.68810606,0.7244867
She didn't make,-1.0,-1.0,-1.0
We didn't have,-1.0,-1.0,-1.0
The point I'm making is that he didn't have,-1.0,-1.0,-1.0
"You see, I won't have",-0.94697666,-1.0,-1.0
I haven't,-0.2715218,0.23475455,-0.31329197
Mrs. Walsh had warned Bee Moore that she didn't want to hear,-0.58450276,-0.53478456,-0.46055952
I don't have,-1.0,-1.0,-1.0
"No indeed, Mother, so it's just as well I don't have",-1.0,-1.0,-0.83511883
I don't have,-1.0,-1.0,-1.0
It was a noisy place and Lou hadn't met,-0.023304714,-0.21296847,0.41598696
More truthfully he hadn't met,-1.0,-1.0,-1.0
Violet hadn't,0.37726033,0.3996956,0.44939107
There aren't,1.0,1.0,1.0
He doesn't want,-1.0,-1.0,-1.0
If we followed that line of thought we wouldn't have,-0.8010717,-0.5519059,-0.98200923
The tension was palpable and he wasn't going to take,-0.49394858,-0.2923568,-0.2517919
But Linda truly didn't have,-1.0,-1.0,-1.0
Chris didn't put on,-1.0,-1.0,-1.0
He really liked the tightness but the young lady wasn't giving back,0.16901438,-0.56204265,-0.40723482
"Her eyes were closed, but he didn't see",-0.72234523,-0.12419675,0.0872563
There weren't,1.0,1.0,1.0
And another thing: it was the only one that didn't have,-1.0,-1.0,-1.0
The hospital won't give me,-1.0,-0.59060895,-1.0
So there aren't,0.96498823,1.0,1.0
Nina suddenly felt hor-rible that she hadn't snatched,-0.77042115,-0.25570425,-1.0
They reached a stretch where the commander didn't make,-1.0,-1.0,-1.0
"Mara stared confusedly at the propellers, which weren't attached to",-0.7961565,-0.4810049,-0.57463133
She wasn't wearing,-1.0,-1.0,-1.0
Although we haven't seen,-1.0,-1.0,-1.0
There don't seem to be,-0.52603143,-0.13829204,-0.18536295
"""We haven't received",-0.50457203,-1.0,-1.0
I'm just making up for the fact that we don't have,-1.0,-1.0,-1.0
"Okay, it was a mess, but there weren't",0.044051256,0.33155558,0.32999253
She hadn't cheated on,-0.59954286,-0.40211847,-0.275999
It was as if she didn't have,-1.0,-1.0,-1.0
You won't find,-1.0,-1.0,-1.0
"Make this a priority, but we don't want",-1.0,-1.0,-1.0
Mrs. Nicklin had explained calmly that she didn't have,-1.0,-1.0,-1.0
She didn't need,-1.0,-1.0,-1.0
"Jesus, I haven't had",-1.0,-1.0,-0.92142415
Hope you don't get in,-1.0,-1.0,-1.0
When I was up there a while back there weren't,0.20452368,0.2811262,0.61763865
And don't get,-1.0,-1.0,-1.0
I wasn't going to take,-0.67379236,-1.0,-0.8954493
"""Then: """"Unfortunately I don't have",-0.7443841,-1.0,-1.0
"This was Jokull, after all, and there hadn't been",0.1138941,0.13305977,0.47354555
No we haven't spotted,-0.8032931,-1.0,-1.0
"""Dora waited until Paige came inside then said, """"Lock the door honey, we don't need",-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
"It's okay, there aren't",0.3384451,0.37404308,-0.014872353
The truck hadn't given them,-1.0,-0.8450523,-0.26317066
There weren't,1.0,1.0,1.0
I don't have,-1.0,-1.0,-1.0
I don't sense,-1.0,-0.5628171,-1.0
I hadn't found,-1.0,-1.0,-1.0
I didn't want to use,-1.0,-1.0,-1.0
"Without knowing who had left the trail of blood, I didn't want",-1.0,-1.0,-1.0
Carol lifted her skirt and she wasn't wearing,-0.028294133,0.18020943,0.9746116
He fucked Paula now as if there hadn't been,0.35562974,0.2870403,0.46353912
He hadn't come up with,-1.0,-1.0,-1.0
I don't see,-1.0,-1.0,-1.0
It wasn't that she had,0.25269312,-0.35014775,0.42179504
You don't have,-1.0,-1.0,-1.0
"You see, Doug, I don't have",-1.0,-0.865615,-0.6456604
"""Let's go, Perch, he said, """"and let's hope we don't run into",-1.0,-1.0,-1.0
"His cock was limp, and didn't show",-1.0,-0.41674453,-0.35016653
"I glanced around, and didn't see",-0.57683533,-1.0,-0.05162686
Haven't had,-1.0,-1.0,-1.0
Too bad they didn't put,-1.0,-1.0,-1.0
"Yes I know there are no brass cars, and that it wouldn't have",-0.94444436,-0.51153266,-0.8859838
They won't drop,-1.0,-0.7459261,-1.0
"Some of the young men was barefooted, and some of the children didn't have on",-1.0,-1.0,-1.0
You see we hadn't,1.0,1.0,1.0
They didn't wear,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
That was so fantastic there aren't,0.43714055,0.2821286,0.64520556
"I'm familiar with the creation myths, thank you, and I certainly don't need",-1.0,-1.0,-1.0
We don't want,-1.0,-1.0,-1.0
She didn't have,-1.0,-1.0,-1.0
You say that you don't have,-0.41760096,-0.47533503,-0.672691
And Victor says you didn't send,-1.0,-0.72796226,-1.0
He didn't see,-1.0,-1.0,-1.0
I wasn't aware of,-1.0,-1.0,-1.0
We aren't out to set,-1.0,-1.0,-0.92114794
We didn't have,-1.0,-1.0,-1.0
I hope they don't have,-1.0,-1.0,-0.97795326
And there aren't,1.0,1.0,0.6295462
I had to make sure that the monks weren't planning,-1.0,-1.0,-1.0
I don't know,-0.2863498,-1.0,0.15701993
She wasn't about to take,-1.0,-1.0,-1.0
And I don't want,-1.0,-1.0,-1.0
I don't see,-1.0,-1.0,-1.0
"Maxwell would have plenty of bruises and the devil's own headache, but there didn't seem to be",-0.031154532,0.112921,0.62351644
"I know it's overpowering, but I didn't order",-0.08382305,-0.8187842,-1.0
"Let's just hope that whatever that thing was, it doesn't have",-1.0,-0.6039541,-0.5947321
I haven't,-0.1812448,-0.08581634,-0.8606648
S'long as you don't get,-0.20764142,-0.4334844,0.40946692
Thankfully there weren't,0.2566823,0.8700915,1.0
We wouldn't be earning,-0.16605857,0.05386812,0.223316
"Why, here we haven't",0.3001088,1.0,1.0
Hope you haven't,1.0,1.0,0.8595436
It didn't send or take,-1.0,-1.0,-1.0
He didn't have,-1.0,-1.0,-1.0
I didn't want,-1.0,-1.0,-1.0
And won't have,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
But we don't have,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
We won't kill,-1.0,-1.0,-1.0
"""But,"""" she said as she glanced about the room, """"there don't seem to be",0.9115453,0.91008794,0.81606585
I didn't see,-1.0,-0.5137504,-1.0
But I hadn't known,-1.0,-0.37059534,-1.0
"I mean, all I remembered from The Red Pony was that there weren't",0.19246954,0.49622858,0.56479543
I hadn't noticed,-1.0,-1.0,-1.0
"In the first place, Rob didn't have",-1.0,-1.0,-1.0
"aside, Eric didn't seem to have",-0.8765892,-0.48924392,-0.26013458
"couch, Eric's smile didn't give me",-0.1176829,-0.34065482,0.27991697
They aren't taking,-1.0,-1.0,-1.0
Your head is fuzzy and you won't find,-0.80340046,-0.24463469,-0.17835043
"No, he hadn't had",-1.0,-0.9985553,-1.0
"He was just as horny, true, and didn't take",-0.59123933,-0.37971726,-0.49876893
Probably won't be,0.4623206,-0.081976116,0.007674114
"The dwarf had earned the right to use the warehouse, bul be didn't tell",-1.0,-1.0,-1.0
I don't want to take,-0.28645498,-0.33628246,-0.0291582
He hoped there weren't,0.22678575,0.3647147,0.34578148
He didn't see,-1.0,-1.0,-1.0
His face wasn't giving,-1.0,-1.0,-1.0
Isabel knew she wasn't going to win,-0.7339832,-0.15633549,0.6985229
