sentences,base,contrast,contrast_rnd
He didn't make,0.14758702,0.40739504,0.9328177
She didn't have,0.10846801,0.29541236,0.10910881
"She loved her old, worn-out apartment and didn't have",1.0,-0.30019385,-0.55564624
There weren't,0.072804786,-0.013931332,0.029116526
We haven't time for,-0.049341064,0.2752734,-0.07734976
We won't win,0.57687354,0.5393141,0.4754252
They wouldn't settle for,0.29023078,0.5449506,0.3656982
"""And, as for their devoted quarrying by hand: """"They probably don't have",0.20342384,0.377245,0.636841
But I don't want to take,0.09127034,0.17411219,-0.19331938
I didn't hear,0.15882272,0.40823102,0.16243495
I don't know,0.4862552,0.5231016,1.0
"But the food came on these crummy old wooden dishes, and there weren't",-0.021322602,0.07175222,-0.26471645
"For some reason, Falier didn't want to make",-0.1993908,-0.3051732,-0.7930589
"He froze, suddenly aware that he hadn't got",0.39560518,-0.039566364,-0.09135743
He made a wish that there wouldn't be,0.08729816,0.008456571,-0.1542016
I do hope it won't cause you,0.58316016,0.3382549,0.33168462
We don't have,0.3910142,0.24356355,0.2065
I don't seem to have,0.09823993,0.31284544,-0.053114433
"She tried to stand up, but her legs didn't seem to have",0.28922328,0.2068746,0.04210192
"""That's…"""" He shrugged, as if to say there weren't",0.010132695,-0.30567083,-0.085510105
There don't seem to be,-0.8487886,-0.4327388,-0.9256637
Runting wasn't showing,0.7323096,0.93558526,0.16528803
"Some of the guys come up this way quite often, that's how they know there won't be",0.29661486,-0.041929074,0.09522854
"It'd have to stay there overnight before it was fit to use, so at least he wouldn't have to make",0.017825663,0.2849311,-0.01540126
There aren't,-0.17718516,0.1051765,0.13764705
I haven't got,0.039303657,0.17167252,0.041389044
Then you wouldn't need to have,0.02174715,0.16747566,0.12463091
"""He smiled, and added, """"There aren't",-0.28698796,0.29651704,-0.38751274
I just don't want,-0.07017952,-0.23939241,-0.06555825
It certainly hadn't done him,-0.34450683,0.19875954,-0.17588629
He didn't take,0.16077633,0.33082983,0.17350486
Unscarred — this body hadn't caught,0.1643779,0.47158203,0.16162337
"""I don't see",-0.5890071,0.7105181,0.26709563
There hadn't been,-1.0,-1.0,-1.0
"Apparently, he'd believed that a bargain was a bargain, and I hadn't made",0.7795319,0.13913739,0.32016692
I didn't find,0.073001996,0.046205442,-0.061029833
You said he wouldn't start,0.13719241,-0.15844998,-0.7197689
I didn't get,-0.12765926,-0.29366627,-0.12011825
I don't want to have,-0.2922814,-0.00902513,-0.15340231
She didn't think he had,-0.155776,0.8497538,0.18914433
There wasn't,-0.03010328,0.17832513,0.22275458
I didn't get,0.08338326,-0.1814527,-0.36108044
Etain didn't have to take,-0.25015873,-0.025611669,-0.19066711
You won't' get,-0.28798488,-0.37592348,-0.67386377
I don't have,0.80164695,0.94482195,0.63707745
You don't have,-0.5188186,-0.6375462,-0.39399993
I didn't have to make,0.40520698,0.0771252,0.10783438
I don't have,0.37091652,0.7082143,0.81286246
She wasn't wearing,0.14770842,0.28274685,0.20006792
He knew he wouldn't be getting,0.9428508,0.13840145,-0.06637958
There aren't,-0.09343384,-0.052879095,0.024362596
I didn't see,0.07159315,0.047309086,0.009710046
She had cried so much that she didn't have,0.273684,0.8285729,0.51166874
There aren't,-0.1053069,-0.048862245,0.1153289
There aren't,-0.004941625,0.04496457,0.029772885
There weren't,0.07151565,0.14982238,0.16988616
Mark didn't have,0.2365902,0.14382553,-0.1341769
We wouldn't want,0.12707418,-0.028275102,0.16110617
And don't use,-0.037735786,-0.08854278,-0.027745781
There aren't,0.014648503,-0.021370407,-0.005675685
Can't come up with,0.09707126,0.08414367,-0.049120795
There weren't,0.0152704725,0.016269982,0.0914225
He wasn't going to get,0.23108435,0.59611696,0.34714666
Her childhood hadn't included,-0.110412054,0.3476684,-0.20388767
I wanted her for my first wedding but she wouldn't do,0.3299542,-0.22505319,-0.0601458
"Oddly enough, Jedidiah hadn't taught him",0.5465712,-0.2629181,-0.07598521
As long as he doesn't touch,-0.12534015,0.41884014,-0.18262872
There weren't,0.20848173,0.052944824,0.08634221
She'd said there hadn't been,0.07093956,0.15283625,0.12346069
He didn't have,0.20360571,0.07124814,0.17482075
And there aren't,-0.5760851,-0.34865043,-1.0
Apparently there weren't,0.01375329,-0.2338329,-0.23907994
He hadn't added,0.27139387,0.13145274,0.16716252
Maybe there wouldn't be,-0.21213564,-0.23858593,-0.4226155
She didn't hear,0.6524502,0.47017565,0.054338757
I told you I don't have,0.55883247,0.15541795,0.81895214
She hadn't picked up,0.5194905,1.0,0.5754669
"I see you Mom, in my dreams… but you don't have",-0.60593325,0.5131835,-0.07357306
She didn't have,0.43323475,0.2828433,0.21518457
He didn't know,0.02808807,1.0,1.0
We really don't know,0.9397816,0.93705624,1.0
"When she pulled her dress to her waist, she didn't have to jerk",0.14385282,0.22785427,-0.04080727
You don't need,0.12596792,0.3187799,0.018144257
She didn't hear,0.121796876,0.46616888,0.37778276
"Hell, Mom, I don't know",0.31017265,0.08242089,0.13669805
It's too bad there aren't,0.009227747,-0.06643823,-0.10500358
"Jerry seemed to want to try everything with her, but she didn't remember",-0.6342118,-0.4406095,0.1391097
I'm really glad that you don't have,0.20259862,-0.59454703,-0.24253525
There certainly weren't,-1.0,-0.6226716,-1.0
She didn't want to take,0.91543466,0.20499544,-0.07644118
I didn't take,0.17132121,0.46893904,0.30231673
"""But, she said, trying to keep her voice steady and firm, """"I just don't have",-0.06837509,0.3557948,0.30131269
Jo didn't show,0.30589822,0.22743763,0.094606645
Christian certainly hadn't shown,-0.015672922,0.06953918,0.21248026
He knew he wouldn't find,0.01894484,0.3436691,0.1203573
It wasn't showing,0.1719907,-0.06553722,0.6443219
"Only Nadine knew, and she didn't show",0.10988055,0.41398698,0.065767236
We still have to haul this thing out and make sure there aren't,0.080671854,-0.016309308,0.28176135
I didn't bring,0.14900161,-0.34209883,-0.2110102
I didn't see,0.3330832,0.52999985,0.48734558
"""Answering the implicit question, she said, """"I don't have",0.42238235,0.6060557,0.4425888
She didn't have,0.26368913,0.5717563,0.079407774
They just want to make sure you don't engage in,0.20818396,0.14150295,0.06309309
"""Maybe you're thinking to yourself, """"But I don't know",0.35452816,0.22375502,0.21756628
I'm afraid I don't have,0.3192572,0.3093744,0.16745044
Didn't find,-0.23131606,-0.23537658,0.065369695
I didn't expect to put,-0.1346885,0.3520787,-0.042151578
Something easily done by three or four guys and you wouldn't be missing,0.8393169,0.024816765,0.02858123
Marsten wouldn't leave,0.40578285,0.5159994,0.42354992
I didn't see,0.20329353,-0.021585723,0.12812085
An earlier daylight saving time doesn't do them,0.14792088,0.047665324,-0.11870137
There aren't,-0.11670974,0.07643747,0.016141964
I didn't see,0.3093951,0.42524496,0.10164015
I don't have,0.46959865,0.29079452,0.5752508
I think we can safely assume that we won't find,0.28433838,-0.40546292,0.5962263
Like he doesn't have,-0.048278596,-0.25224498,-0.2370025
"Of course I did, but I also knew it wouldn't score me",0.853375,1.0,-0.36667523
and I didn't see,-0.0030442425,-0.2925129,-0.26133722
He's behaving very well and hasn't had,0.44553396,0.22062077,0.44495788
"""We're supposed to take everybody out so they don't get",0.846396,0.95820624,-0.52764004
I don't recall,1.0,1.0,0.8079546
I don't want,-0.021161668,-0.101716205,-0.15425739
He didn't want to leave,-0.9666752,0.4318488,-0.45222172
He hadn't made,0.3355208,0.35013378,0.24804682
I didn't find,0.23046638,0.21486495,0.1282303
But she wasn't going to take,0.2461291,0.35007155,-0.1401375
Then she pulled up her dress and I could see that she didn't have,0.9660445,0.40226114,-0.16825582
"Bastiel might have been on the council, but his study to didn't hold",-0.1272105,0.124206446,0.27130154
"Interestingly enough, there weren't",-1.0,-0.24046285,0.0052953567
Make sure it hasn't got,-0.25075683,-0.15616602,-0.3746295
"And right now, I wasn't placing",-0.37176943,-0.50943226,-0.49899566
"His scent said he was human, so he wouldn't overhear",1.0,0.49165294,0.64818287
Though I still wasn't getting,-0.26912755,-0.7297035,-0.64377135
One thing I did notice was the fact that there didn't seem to be,0.08498727,0.423488,-0.032300875
A careful study of the upper spaces of the barn didn't reveal,0.06687003,0.116649695,-0.17455857
He didn't want,-0.031628422,-0.13021144,-0.12665674
He wasn't wearing,0.65372425,0.12730956,-0.09254168
I made sure she didn't see,0.9045135,1.0,0.2412209
He didn't want to owe,0.3301941,-0.23170705,-0.14052615
I don't want to take,-0.13464202,-0.08957128,-0.3385367
He hadn't put,0.34048998,0.3019493,0.2677308
I–I'll make sure we didn't leave,0.1710677,0.110484995,-0.21635221
I don't have,0.89954025,0.67225236,0.5837189
I thought you were the one who didn't want to take,-0.023853505,0.59177035,-0.919238
"He sensed Michael was doing it, and since he didn't hear",0.04805098,0.18571255,-0.22544293
That doesn't win you,-0.06287664,-0.022233676,-0.36078689
"Still, Michael listened carefully and didn't hear",-0.19394042,0.39074153,0.07295457
Mark hadn't taken,0.3262922,-0.076261036,0.5469223
"I mean, since we haven't been keeping",0.26906046,-0.040088892,0.25175378
We don't have,0.16148892,0.3122457,0.30400842
And we don't need,0.16890876,0.20378216,0.44719753
I sure hoped there weren't,0.30768,0.09704236,0.053036027
I haven't seen,0.13648449,0.117655985,0.02322507
The owner didn't allow,-0.036050368,0.124014825,0.14438167
He doesn't stockpile,0.68711793,0.45453405,0.4093296
Hugh hadn't taken,0.17347828,0.07290526,-0.09429205
This body wasn't setting,0.13709685,0.49444503,-0.53749496
"I patted his pockets, and there weren't",0.044655807,-0.08013859,0.024923312
The furniture didn't have,0.25771666,0.24009357,0.07402374
Then she wouldn't be asking,0.46854186,0.97135776,-0.20154895
"Even if the Skeezers are on that island and see us, and know we're friends, they haven't",0.08965928,0.06396338,0.20773083
"""She laughed, saying: """"During the heat of the day I like to be an ape, for an ape doesn't wear",-0.38382852,-0.026765035,0.02979381
I didn't notice,0.35556084,0.5884962,0.7193126
I don't see,0.093647726,1.0,0.4054479
I haven't received,0.40073615,0.7323166,0.27805007
She didn't want,0.061669677,-0.114652164,-0.08588455
And check the room to make sure there aren't,-0.2326057,0.08343664,0.26017454
There weren't,-0.1013232,0.12925029,0.10949674
"She warned them that some Hunters were coming on business, but didn't want to give",0.35907435,0.0057773683,0.40900096
"The head was still moaning, but it didn't have",0.4713989,-0.12685506,0.12348884
There weren't,-0.0027944825,0.01686612,0.026688777
The only thing in his favor was that there didn't seem to be,-0.17366868,-0.11913553,-0.49511158
And some of us have noticed that there aren't,-0.064763784,-0.13540198,-0.54599833
But there hadn't been,-0.12619548,-0.04242614,-0.35234666
There weren't,0.05775089,0.027513366,0.14798492
There weren't,0.00889759,0.19246563,0.1638118
We don't have,0.42749217,0.18431728,0.271604
But I don't have,-0.19406335,0.18144459,0.18130344
I didn't make,0.41537932,0.07610994,0.09631812
This doesn't include,-0.101372465,-0.0039155264,0.29438636
At last they've reluctantly agreed we didn't break,0.111723214,0.0880888,0.2886157
There wasn't,0.09488762,0.15484515,0.20592396
I don't know,1.0,0.6917299,0.7129479
I don't see,0.62200814,0.30304447,0.09145131
I haven't taken,0.5862582,0.5236895,0.5590541
He doesn't have,0.17916234,0.59707093,0.5493283
Trev claimed it was because he wouldn't allow,0.34072515,0.2905248,0.1225856
Tess's friend didn't do me,0.4464674,0.5095107,1.0
But there aren't,-0.7645369,-0.32359686,-0.4367601
"Uh, you don't have",-0.27218014,0.16382907,0.5307688
"We're partners, I'm gonna be totally up front, 'cause I don't want",-0.20866317,-0.25348255,-0.005267824
"""No, said Claire Steiger, """"there won't be",0.04485374,-0.015473185,-0.26521805
There won't be,-0.91846794,-0.8449971,-0.5100887
I don't see,0.58632034,0.26886347,0.40995038
I hadn't seen,0.06288535,0.08358653,0.09600311
I didn't find,0.20682621,0.13353288,0.09058899
And there weren't,-0.045154624,0.029847657,-0.8969025
And there aren't,-0.43617272,-1.0,-0.3247114
"Bullets can shatter when they hit bone, but the shot into her abdomen didn't hit",0.16154684,-0.05639977,-0.18475218
I told him I didn't have,0.005768319,0.44569373,-0.008413198
But Ellerbee didn't keep,0.2531689,0.05550187,0.26346412
These are old savings and checking accounts that haven't had,0.05075046,-0.15353803,0.26227686
I don't recall,1.0,1.0,0.89919454
"Another thing, we didn't bring",-0.29099825,-0.018336212,-0.08083146
I don't see you doing,0.3645871,-0.6636431,-0.15275571
It wasn't,0.25585246,0.11453258,0.35411248
"To the best of my knowledge, you haven't consulted",-0.98203206,-0.45471534,-0.83133554
And they didn't have,-0.12297214,-0.011516007,-0.09437157
Emmis didn't recall seeing,0.24815826,-0.13276324,0.15680493
There aren't,-0.08007598,-0.0671274,0.07676917
I don't have,0.2980842,0.3012272,0.7177714
He didn't want,-0.18060894,-0.010964377,-0.10541616
"So far, he hadn't had to do",0.27072698,-0.15524538,0.18696168
But the point is that I know why I wasn't having,0.21047749,0.30507728,-0.44244105
``We haven't found,0.39277348,-0.46214113,0.32376525
And don't have,0.24303813,-0.053387966,-0.35368404
We don't want,0.11664584,0.11637694,0.12410668
But there aren't,-0.5182754,-0.34070516,-0.25176963
We didn't see,0.41435373,0.2965999,0.024573704
That name doesn't ring,0.21790239,0.059779394,0.21993083
But I didn't make,-0.08296785,0.07938299,-0.18369831
I knew you wouldn't bring,-0.06664448,-0.85702205,-0.3703604
We didn't find,0.10806718,0.22581129,0.21516205
We don't want,0.18773356,-0.01958981,-0.017350765
I don't see,-0.0076665347,0.41852674,0.62027633
We won't need,0.3695862,0.39048302,0.10522698
And don't prepare,0.31980103,0.41793713,0.70966977
"I could cry, but I don't have",0.7035257,0.24318178,-0.013147651
"No, you fellows wouldn't want to take",-0.5155095,-0.07544682,-0.24840549
I won't be cutting,0.30765158,0.27074677,0.19495176
They hadn't sent,0.29638648,0.5641521,0.35951784
There haven't been,-1.0,-1.0,-1.0
He won't have,0.19924578,0.12043431,0.19603732
Work in teams of two — I don't want,-0.37794915,-0.014439854,-0.066446245
"For heaven's sake, there aren't",0.052155968,0.20858243,-0.12661478
She hoped there weren't,0.30076838,0.06372838,0.029398927
That hometown location wouldn't surprise,0.52140427,0.3480593,-0.0014058634
"Meantime, she hasn't caused you",0.019885914,0.10341246,0.6206495
I didn't throw him,0.14178708,0.0077235946,0.09738159
"I'm sure they would be standing in line to buy, but I haven't picked up",0.098647445,0.38968307,0.23645568
I don't have,0.4996998,0.33874834,0.4694391
But you're right about one thing: We don't have to make,0.056889705,0.3112751,0.046897873
I wouldn't hold out,-0.20452695,0.19822142,-0.39647782
You don't need,0.005596794,0.07159736,0.26371592
You don't need,-0.020416547,0.05932067,0.0034246289
"Besides, I don't see",0.62703717,0.71339506,0.47478008
Make sure everyone is ready for that conference call: I don't want,0.23112537,0.41805336,-0.12545641
"Unfortunately, he didn't know",0.105004355,0.29952082,0.6460744
"Briefly, he scanned the other lit windows of the brownstone, but didn't encounter",0.58055204,-0.48006094,0.20658731
We didn't find,0.20001587,0.09610533,0.07526312
We didn't make,0.070882246,0.30043578,0.10605956
There hadn't been,-1.0,-1.0,-1.0
Her mother didn't have,0.06921151,0.10295079,0.25005203
She didn't have,0.37547603,0.3412606,0.39452296
We don't want,0.088539936,0.052354865,0.16288535
Daffir hadn't had,-0.353462,-0.1893335,0.008827417
"If that chunk spills from the box, there won't be",-0.021898685,0.12469604,0.11531894
"Thanks again for giving us your time this morning, but we won't be publishing",-0.18688703,0.15485418,-0.7162188
She hasn't issued,0.255405,0.447001,0.3843438
That's why we won't be doing,0.50241476,0.3961586,-0.203464
They didn't encounter,0.32620114,0.36475953,0.33522877
They hadn't found,0.42891082,0.43250483,0.21933207
Though we haven't had,-0.42832437,-0.47147134,-0.35892147
But don't take,-0.2231473,-0.14926879,-0.3250199
"And as far as I can tell, she hasn't made",0.12937605,-0.12809524,0.0085940305
"Professora Vorthys would also be extremely interested, I think; don't overlook",-0.28111425,-0.08425957,0.06710053
But I hadn't noticed,0.3568952,0.12940045,0.6543519
He didn't recall seeing,-0.0058235293,0.25077638,-0.1451618
There weren't,0.014927688,0.038160436,0.08586986
"Meantime, I haven't seen",-0.1586317,-0.5009122,-0.701922
I didn't want to make,-0.3750418,0.025131404,0.059217323
But I didn't think you had,-0.06132941,0.056892164,-0.14281441
I don't want,-0.0834137,0.02142167,-0.1156995
"Except for her father, Carol wasn't close to",-0.099331,-0.6300889,-0.29303652
It wouldn't do her career,-0.49609998,-1.0,-1.0
I assume you didn't bring,-0.116515584,0.082458414,-0.18235257
I was delighted to find she wasn't wearing,0.11888072,0.10842224,-0.33079365
I didn't ask,0.2865343,0.5827419,0.44667423
I didn't find,0.050913904,0.22572656,0.10455479
I didn't notice,0.7023043,0.3618111,0.50870603
Then they won't get,-0.5617991,-0.45613992,-0.8096191
"But after all this time, he hasn't",0.020584615,0.10877274,0.043368194
I didn't have,0.09318169,0.30118987,0.4207947
"Well, I don't have",1.0,1.0,1.0
There weren't,0.29298398,0.13409844,0.06161806
Dru didn't know,-0.17102332,-0.04250272,0.19027722
I don't see,0.22795616,0.69850177,0.35616273
I didn't see,0.81036323,0.14806329,0.1386281
"By the way, there won't be",0.40308103,-0.50791544,-0.18373054
A couple of hours and I haven't seen,-0.1580245,-0.3652341,-1.0
I think it would be a good idea if you didn't read,0.36162436,-0.025151603,0.085020766
You put me on the spot but you weren't giving me,0.066646814,-0.112227164,-0.52680504
She didn't have,0.17771599,0.4756554,0.29264563
"She would have to play the act of seduction by ear, hoping that she wouldn't make",0.28633362,0.10538857,0.13546054
The boy wasn't wearing,0.17453322,0.5271779,0.31822136
There weren't,0.027012954,0.006504148,0.16215128
I don't have,0.24304815,0.6127594,0.16406964
But there aren't,-1.0,-0.08337933,-0.40681243
You don't have,-1.0,-0.44503853,-0.27458024
"We need you, we were prepared to pay for you — but there won't be",-0.002031461,-0.36978665,-0.29564378
She didn't make,0.3444663,0.42544004,0.22790056
We didn't have,0.21292402,0.37400013,0.1667778
The point I'm making is that he didn't have,-0.07253407,-0.25533378,0.18336546
"You see, I won't have",-0.46321017,-0.6036801,0.1684868
I haven't,1.0,1.0,1.0
Mrs. Walsh had warned Bee Moore that she didn't want to hear,0.7156189,0.85848707,0.48116314
I don't have,0.48832846,0.7733785,0.4886461
"No indeed, Mother, so it's just as well I don't have",0.647693,0.19179039,0.18299493
I don't have,0.48442093,0.5048415,0.75326765
It was a noisy place and Lou hadn't met,-0.203923,-0.011007578,0.07781336
More truthfully he hadn't met,0.04188146,0.10021397,-0.017701024
Violet hadn't,-0.10853474,-0.1834095,-0.1989267
There aren't,-0.022527838,-0.07774521,0.034557965
He doesn't want,0.09346023,0.3379726,0.07048546
If we followed that line of thought we wouldn't have,-1.0,-0.6432645,-0.9857702
The tension was palpable and he wasn't going to take,0.4417003,0.33999643,-0.0806187
But Linda truly didn't have,0.35518795,0.03375074,-0.073351406
Chris didn't put on,0.16113265,0.41970947,0.16210212
He really liked the tightness but the young lady wasn't giving back,0.57033336,0.026881045,0.8666564
"Her eyes were closed, but he didn't see",0.20250867,-0.2829181,-0.38726252
There weren't,-0.11000157,0.054407187,0.14100158
And another thing: it was the only one that didn't have,0.05847478,0.2958736,0.44670925
The hospital won't give me,0.28932428,0.21723536,0.39024863
So there aren't,-0.6632677,-0.06747883,-0.82259995
Nina suddenly felt hor-rible that she hadn't snatched,0.18308134,0.17477827,-0.11808666
They reached a stretch where the commander didn't make,0.23192436,0.21456258,0.12894017
"Mara stared confusedly at the propellers, which weren't attached to",0.25049323,0.106425166,-0.057044074
She wasn't wearing,0.401591,0.41591367,0.24519643
Although we haven't seen,-0.60143703,-0.8590081,-0.71067923
There don't seem to be,-0.81016743,-0.9041018,-0.7026876
"""We haven't received",0.25735757,0.25243136,-0.071393706
I'm just making up for the fact that we don't have,0.12613949,0.29740158,0.3772282
"Okay, it was a mess, but there weren't",0.41467598,0.3090754,0.15484576
She hadn't cheated on,0.4172164,0.8221891,0.53379005
It was as if she didn't have,0.61078393,0.2105515,0.3594331
You won't find,0.07575739,0.17884138,0.24753205
"Make this a priority, but we don't want",0.27996853,-0.027710672,-0.07098392
Mrs. Nicklin had explained calmly that she didn't have,0.62406754,1.0,0.44883722
She didn't need,0.3263654,0.2668731,0.35716918
"Jesus, I haven't had",0.7599201,0.059469298,0.3274376
Hope you don't get in,0.02384879,-0.084764995,-0.2581496
When I was up there a while back there weren't,0.18839253,-0.2361962,0.040401217
And don't get,-0.3784312,-0.017670685,-0.10256307
I wasn't going to take,0.9446721,0.5295336,0.51722646
"""Then: """"Unfortunately I don't have",0.74897665,0.02339638,0.610297
"This was Jokull, after all, and there hadn't been",-0.060007133,-0.06419515,-0.22848429
No we haven't spotted,-0.6235485,-0.23741171,-0.7056893
"""Dora waited until Paige came inside then said, """"Lock the door honey, we don't need",0.16036616,0.17261554,-0.13846625
I don't have,0.42666858,1.0,0.64919525
"It's okay, there aren't",-0.3367865,-0.44025704,-1.0
The truck hadn't given them,0.08113563,0.24802184,0.49602392
There weren't,-0.08134319,0.08132447,-0.07568079
I don't have,0.2973063,0.83010316,0.27844116
I don't sense,0.40449965,1.0,0.49898428
I hadn't found,0.26191863,0.25922397,0.122873135
I didn't want to use,-0.0048346054,-0.046065073,0.27902007
"Without knowing who had left the trail of blood, I didn't want",-0.34739822,0.0048912144,-0.15721451
Carol lifted her skirt and she wasn't wearing,0.08554974,0.1176398,0.20998819
He fucked Paula now as if there hadn't been,0.19876055,-0.09801505,-0.009808942
He hadn't come up with,0.30880654,0.22247745,0.15071012
I don't see,0.2754337,0.49063885,0.039174356
It wasn't that she had,0.1704251,-0.26580894,-0.33695978
You don't have,-0.32397014,-0.3938752,-0.4214126
"You see, Doug, I don't have",0.16442728,-0.035956837,0.12339818
"""Let's go, Perch, he said, """"and let's hope we don't run into",0.4513361,0.051918,0.69874525
"His cock was limp, and didn't show",0.049825303,0.12371667,0.1186086
"I glanced around, and didn't see",0.11799161,-0.36048076,0.004769629
Haven't had,0.085076585,0.19908524,0.11003725
Too bad they didn't put,-0.22939111,-0.28083828,-0.31682917
"Yes I know there are no brass cars, and that it wouldn't have",-0.04641022,0.36897764,-0.2596481
They won't drop,-0.30340815,-0.12363593,0.20494677
"Some of the young men was barefooted, and some of the children didn't have on",0.066869654,0.41274923,0.355309
You see we hadn't,-0.7868512,-0.67987704,-0.5161277
They didn't wear,0.027604338,0.04907515,0.014141322
I don't have,0.44275302,0.567896,0.2837761
That was so fantastic there aren't,0.06569285,-0.45505533,-0.03430908
"I'm familiar with the creation myths, thank you, and I certainly don't need",0.079730116,0.17736031,0.2359593
We don't want,0.008412076,0.11926775,0.04012378
She didn't have,0.16029048,0.3005166,0.30827472
You say that you don't have,0.71756136,0.43912813,0.92840016
And Victor says you didn't send,-0.14578968,0.12185871,0.003005385
He didn't see,-0.29328167,-0.1563282,0.1384867
I wasn't aware of,-0.009877265,0.7888616,0.6088956
We aren't out to set,0.35934135,0.19998245,0.13063756
We didn't have,0.20113134,0.26581907,0.19659011
I hope they don't have,0.2822657,0.27164477,0.32867533
And there aren't,-0.3085281,-1.0,-0.25106797
I had to make sure that the monks weren't planning,0.7492649,0.59236443,0.5854345
I don't know,0.8794425,1.0,0.37216765
She wasn't about to take,0.08497711,0.25013107,0.2079215
And I don't want,0.11021172,-0.2254714,-0.10068584
I don't see,0.21670459,0.5951479,0.5118144
"Maxwell would have plenty of bruises and the devil's own headache, but there didn't seem to be",-0.46327785,-0.23347479,-0.26064098
"I know it's overpowering, but I didn't order",-0.08869416,-0.45607617,-0.21061209
"Let's just hope that whatever that thing was, it doesn't have",-0.11718556,-0.3521916,-1.0
I haven't,1.0,1.0,1.0
S'long as you don't get,-0.7602136,-1.0,-0.85988265
Thankfully there weren't,-0.638798,-0.08907969,-0.18127511
We wouldn't be earning,0.14924859,0.35425532,0.18740909
"Why, here we haven't",-0.3091677,-0.593331,-0.4205417
Hope you haven't,0.56344664,1.0,0.02614077
It didn't send or take,0.14103974,-0.095616,0.076137796
He didn't have,0.12004996,0.21477416,0.026000483
I didn't want,-0.24190076,-0.27619323,-0.2036778
And won't have,-0.022839304,0.049043737,0.22347547
We don't have,0.34339008,0.26170212,0.22862805
But we don't have,0.015245903,-0.073403835,-0.047098294
I don't want,0.17335592,-0.027911901,-0.13645014
We won't kill,0.67948586,0.92270535,0.31996778
"""But,"""" she said as she glanced about the room, """"there don't seem to be",0.19383387,0.54430795,0.18325005
I didn't see,0.12583405,0.6507989,0.31542054
But I hadn't known,0.28361055,0.6202725,-0.10361568
"I mean, all I remembered from The Red Pony was that there weren't",0.01805815,0.37456372,0.09224507
I hadn't noticed,0.6782859,0.79562086,0.60115904
"In the first place, Rob didn't have",-0.032645088,0.0131819155,-0.23599175
"aside, Eric didn't seem to have",0.020589983,0.14028484,-0.17967294
"couch, Eric's smile didn't give me",0.0560637,0.16910428,-0.13590698
They aren't taking,0.23128492,0.37652057,0.09742333
Your head is fuzzy and you won't find,0.3569293,0.034501206,0.20183638
"No, he hadn't had",0.15034512,-0.09435572,0.01666825
"He was just as horny, true, and didn't take",0.41575807,0.3173217,0.1918889
Probably won't be,0.91113085,-0.011497871,-0.4338654
"The dwarf had earned the right to use the warehouse, bul be didn't tell",-0.10742296,0.14040837,-0.030586291
I don't want to take,-0.44925728,-0.0055081337,-0.34508517
He hoped there weren't,0.18705663,-0.10039804,0.2735664
He didn't see,0.084075935,0.20591608,-0.14856881
His face wasn't giving,0.17317754,0.68084383,0.3348934
Isabel knew she wasn't going to win,0.9411556,0.4392321,0.19382192
And he had a feeling Valenti wouldn't mind offing,0.6420855,-0.4779775,-0.17597222
You weren't doing,0.2766635,0.22880203,-0.042918928
There won't be,-0.6321863,-0.39825732,-0.922745
"I checked the addition, and he hadn't made",0.025001764,-0.069529235,-0.12631126
I thought you said there weren't,-0.024168696,-0.14669484,-0.6065157
"In truth, he was just as glad that there weren't",0.13965814,0.18572688,0.0701085
Just don't make,0.027687913,0.101941064,0.26158327
We haven't seen,-0.14341432,0.23426057,-0.06446921
"Now, that fit with Hell, except that there weren't",0.42356634,0.3253535,-0.066626616
"He should have been in the forest, but there weren't",0.25100076,0.20986958,-0.1945063
I don't have,0.2935992,0.7243543,0.49094942
They probably aren't taking,0.5182405,0.45648712,0.5970029
I just about had a foal when I found out there weren't,0.32799405,0.2682165,0.025962608
"Because thanks to that bloody war, there aren't going to be",0.103714995,0.2485469,-0.33061853
Since his backside was already dusty he didn't have,0.0052411286,-0.026632909,-0.19766545
There aren't,-0.16448902,-0.0013696393,0.039252166
I can tell you right now that he hasn't made,0.22734916,0.21275805,-0.3826645
At least she wouldn't be getting,-0.008722643,-0.47701076,-0.02437743
The local economy was in piss-poor shape; that wouldn't win them,0.79794437,0.052845754,0.11809612
Well that didn't sound,-0.14136331,-0.3547864,-0.2514878
You people aren't having,0.37591392,0.48590952,0.054702196
I don't want to lose,-0.0053301896,-0.19237724,0.012110659
We didn't lose,0.5525669,0.4498559,0.53857756
And we don't have,-0.33429497,-0.12446093,-0.08175712
I'm thinking of checking where he came from and offering to purchase his services if he hasn't,-0.13617207,0.130887,0.049610328
"There were seven of them; whoever his attackers were, they weren't taking",0.31757346,0.0052362415,0.17458066
He chose one that didn't have,-0.15592082,0.96370685,0.12208401
He hadn't made,0.32738304,0.44730768,0.38900074
Now just so that there aren't,-0.2412343,-0.45620742,-0.3353496
Robin hadn't heard of,-0.06497095,0.08224256,0.19243418
There won't be,-0.70746577,-0.18389022,-0.72569495
"Making her own calculations, she didn't need",0.5380496,-0.1388874,0.46695197
"That's why, unless there is a real emergency we don't send",0.36666504,0.81608474,0.9282276
We haven't had,0.11103806,0.07415496,0.23171891
I'm sorry I didn't have,0.2212199,0.31650078,-0.080734015
And there haven't been,-0.32886317,-0.3706459,-0.5031969
Since he didn't have,0.110940106,-0.11661416,-0.11518759
SO far he hadn't produced,-0.17707482,-0.05578821,0.06340641
I won't go crashing,0.12825683,-0.09426087,-0.084448114
