explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
integrated_gradients,any,logit,baseline,original,"[2.191093  1.2963443 1.3474987 2.1183379 1.6467748 1.8385599 1.8388869
 2.274986  2.7455084 2.3271954 1.5485082 2.6221197 1.8226141 5.298121 ]",1.0,"Unfortunately, Greenwinter came from the mountains, and there certainly are not"
integrated_gradients,any,logit,baseline,original,[1.3796705  0.77336466 0.8507416  0.8728972  1.0151253  3.5977557 ],0.2,I do not think it has
integrated_gradients,any,logit,baseline,original,"[ 3.7436786  2.331493   3.5204086  2.283116   4.7335167  1.8933562
  2.3131227  2.0879185  3.4184577  4.069652   1.7860845  2.500078
  1.6674055  1.9235414  1.5846863  2.2369418  2.3202593  1.5313358
  1.4972568  2.082123   2.2223878  2.132086   5.1598916 18.296415 ]",0.06666666666666667,"Some went over-board and gave the black pits a ride, in the old style, but they did not pick up"
integrated_gradients,any,logit,baseline,original,"[1.0180641  0.8894573  1.781219   1.3248639  0.90431666 1.5686417
 1.0168326  0.6327153  0.86706275 2.0910869  5.6545424 ]",0.1,He was gonna buy two dogs — was not gonna let
integrated_gradients,any,logit,baseline,original,[1.1505994  1.0164893  1.8048761  0.6725042  0.88998324 4.0810604 ],1.0,"For another, there are not"
integrated_gradients,any,logit,baseline,original,[0.8156439 1.9930453 0.6986424 0.9257389 0.7794471 2.6696675],0.16666666666666666,He did not seem to have
integrated_gradients,any,logit,baseline,original,[0.9353376 1.2009368 1.2754713 1.1905923 1.1202016 5.058865 ],0.5,I did not want to sound
integrated_gradients,any,logit,baseline,original,"[0.9392779  1.3697858  1.2386935  0.83198327 1.2762715  1.4382033
 2.0518827  6.887384  ]",0.3333333333333333,But obviously Yank had not given her
integrated_gradients,any,logit,baseline,original,"[ 2.6623037  2.3762283  2.2532969  2.3225179  2.434155   2.4972885
  2.6553235  2.1713428  2.219278   2.0190847  2.045924   1.7726856
  3.2131188  2.0808058  1.6171035  2.0290747  2.3190994  4.025002
 12.7504015]",0.1,"I know you found your way home from this place more than once, but do not go taking"
integrated_gradients,any,logit,baseline,original,"[ 1.9917376  1.4381236  1.912884   3.6105835  1.4385389  1.405626
  1.2261403  1.6937393  1.4247098  1.9234662  2.5132241 10.731943 ]",1.0,Maybe because the rustling sounded like curtains and there were not
integrated_gradients,any,logit,baseline,original,[1.215779  2.1714113 1.6337713 3.0695896 5.171035 ],0.25,I have not been doing
integrated_gradients,any,logit,baseline,original,[1.261897   0.74382067 0.6607757  0.6420552  0.8967759  3.4819353 ],0.2,I was not going to find
integrated_gradients,any,logit,baseline,original,"[ 3.6209083  1.7986642  2.3660722  2.9618573  3.4421866  2.5223393
  5.086244   2.6007457  2.1242006  4.304296   1.9191889  2.3609557
  2.4266646  2.303726  12.579527 ]",1.0,"I was surprised to see a customer in the shop, since there were not"
integrated_gradients,any,logit,baseline,original,[1.0513648  1.5608683  0.95639443 1.1525481  0.9255663  4.5929375 ],0.3333333333333333,But Danny did not know of
integrated_gradients,any,logit,baseline,original,"[ 3.3459847  1.6450448  1.6562163  1.9466852  2.2594745  1.8101361
  1.4528941  2.6357427 10.579363 ]",1.0,And that was all right because there were not
integrated_gradients,any,logit,baseline,original,[1.9495429 3.4807146 2.453717  2.5082767 6.6399994],0.25,He did not give off
integrated_gradients,any,logit,baseline,original,[0.8466334  0.95954365 0.87671393 0.6880435  0.9715074  1.8290607 ],0.25,I do not want to make
integrated_gradients,any,logit,baseline,original,[1.262098  1.0670979 0.7863244 2.6286297],1.0,But there were not
integrated_gradients,any,logit,baseline,original,[1.4625514 2.1598797 2.5125535 2.0064292 5.2114964],1.0,But the individual was not
integrated_gradients,any,logit,baseline,original,[0.8480825 1.0564108 1.0744827 0.882119  1.0943724 2.282345 ],0.3333333333333333,I do not want to have
integrated_gradients,any,logit,baseline,original,[2.0752585 3.3866236 2.8252306 5.2103043 8.9130945],0.25,I have not tripped
integrated_gradients,any,logit,baseline,original,[1.1134347  1.0936688  0.5805653  0.72264534 1.6430149  1.5582671 ],0.2,And I did not do you
integrated_gradients,any,logit,baseline,original,"[1.3331262  1.9371109  2.4525738  0.7379581  2.758533   0.90731966
 1.495079   3.202916  ]",0.14285714285714285,"I swear, I wo not ask you"
integrated_gradients,any,logit,baseline,original,[1.3622425  1.294359   0.95081717 2.6293135 ],1.0,Since there were not
integrated_gradients,any,logit,baseline,original,"[1.0789155  0.79471874 1.2412593  1.3163273  1.7876765  1.6156336
 1.6408141  1.0903596  1.0199805  0.99373144 1.2487204  1.1841303
 6.3976903 ]",0.08333333333333333,"And other than this old man, there did not seem to be"
integrated_gradients,any,logit,baseline,original,"[ 1.6874906  2.0013123  1.7517841  1.7430017  2.249667   2.2836714
  1.9784089  1.5740644  1.9406111  1.4425056  1.5418984  2.0910838
  2.027125   2.1252556  2.214207   2.0750527 14.512176 ]",1.0,"He never knew his grandparents, and his mother was an only child so there were not"
integrated_gradients,any,logit,baseline,original,"[0.99182594 1.1288469  1.0932792  1.5456249  1.396444   1.1072876
 1.7006172  6.2356706 ]",1.0,"As you can see, there are not"
integrated_gradients,any,logit,baseline,original,"[2.2181332 1.214456  1.1110123 0.892337  1.5162055 1.0422891 1.50663
 1.2077354 1.5576866 1.2643538 1.9140228 1.9223058 7.4449387]",0.125,"""No, said Bryan , """"I do not think I've"
integrated_gradients,any,logit,baseline,original,[2.1655285 1.8188457 1.077318  1.2940471 1.6459763 1.9889703 5.347145 ],0.16666666666666666,Ryland was not about to take
integrated_gradients,any,logit,baseline,original,[2.0530038 1.2201415 1.228514  1.1292576 1.775847  1.6182187 6.4521956],0.14285714285714285,But you do not want to take
integrated_gradients,any,logit,baseline,original,[1.1619127  1.5545363  1.8812611  0.80562603 0.87630904 4.225746  ],1.0,"After all, this was not"
integrated_gradients,any,logit,baseline,original,[3.6023202 1.2666366 1.0872967 1.6937097 2.1368654 9.434241 ],0.16666666666666666,I did not see you slay
integrated_gradients,any,logit,baseline,original,[0.8733423  0.9801286  1.3305603  0.6266529  0.78000206 3.2660766 ],1.0,That's why there are not
integrated_gradients,any,logit,baseline,original,[2.0795736 1.9047021 1.8781126],0.3333333333333333,It has not
integrated_gradients,any,logit,baseline,original,[2.026097  2.278769  1.2006025 1.1729455 4.6736574],0.0,"It had not, by"
integrated_gradients,any,logit,baseline,original,"[2.588193  1.9991896 1.4319    1.4587997 1.3469543 1.6904898 1.2388659
 4.719132 ]",0.14285714285714285,‘I do not want to break
integrated_gradients,any,logit,baseline,original,[2.4331827 1.169596  2.6128106 2.2969937 2.682398  5.803451 ],1.0,You better hope he has not
integrated_gradients,any,logit,baseline,original,"[ 1.7995216  1.4362715  1.8020775  2.3082638  1.9919729  1.5642811
  2.4064355 10.340388 ]",1.0,I know for a fact there are not
integrated_gradients,any,logit,baseline,original,"[ 2.4448664  1.5195773  2.0739713  1.8017304  2.0285766  2.2662024
  1.7742143  2.0749002  2.207001   1.5726824  2.0321019  1.8014888
  2.4281793  2.4376318  2.003603   2.280068  16.695541 ]",1.0,I think they looked at it and realized it was from a child so there are not
integrated_gradients,any,logit,baseline,original,[1.1502678  0.8109269  0.72663826 1.6310427  0.981163   1.7216632 ],0.16666666666666666,I do not seem to have
integrated_gradients,any,logit,baseline,original,[1.8651662 2.1431813 2.2060497 1.2795743],0.25,`I have not
integrated_gradients,any,logit,baseline,original,[1.6457871 2.6508977 2.1939743 2.625916 ],0.5,But he had not
integrated_gradients,any,logit,baseline,original,"[1.639478  1.1878618 2.4978256 2.5157945 1.3660905 1.2224449 2.136939
 9.168136 ]",1.0,I need to make certain there were not
integrated_gradients,any,logit,baseline,original,"[0.62131995 0.7580896  1.454912   0.45030564 0.38622868 0.3516069
 0.64908737 0.5442787  2.212889  ]",0.1111111111111111,"In fact, there did not seem to be"
integrated_gradients,any,logit,baseline,original,"[1.4515553 1.4703996 0.8925899 0.8617661 1.2250761 1.9685041 1.5368528
 5.822475 ]",0.16666666666666666,Perhaps because she did not want to take
integrated_gradients,any,logit,baseline,original,"[2.42395   1.7955006 2.1205668 1.5829437 2.8086474 1.0886321 1.7403451
 7.1163554]",1.0,"I mean, you realize there are not"
integrated_gradients,any,logit,baseline,original,[1.271583  1.424634  0.7027485 0.8094687 2.4296658],1.0,She knew there were not
integrated_gradients,any,logit,baseline,original,[1.5964049 1.9874018 1.8214029 2.2542162 2.4260392 2.7957969 8.652291 ],1.0,"Johnny Killain, you have not"
integrated_gradients,any,logit,baseline,original,[3.049336  2.520388  1.6552436 2.735951  4.9545574],1.0,"no, there were not"
integrated_gradients,any,logit,baseline,original,"[1.0292221  1.9358618  0.72250396 0.636246   1.1303732  0.5484888
 1.2294853  2.8722773 ]",0.125,"Well, this one wo not be making"
integrated_gradients,any,logit,baseline,original,[2.263324  2.1150823 2.2090855 3.4303436 2.602636 ],0.25,Who did not agree to
integrated_gradients,any,logit,baseline,original,[1.4392194  1.5374022  0.85370034 2.5850558 ],1.0,Maybe there were not
integrated_gradients,any,logit,baseline,original,[2.379798  1.4358516 1.295553  1.694569  1.4047421 2.4046185 8.493846 ],0.25,But she was not going to pull
integrated_gradients,any,logit,baseline,original,[2.5197415 2.1360567 2.3025188 6.171407  2.830461 ],0.25,She had not brought over
integrated_gradients,any,logit,baseline,original,"[1.8410219 2.309685  1.7416878 1.3294514 1.5628573 2.4370258 1.5477057
 1.1500262 1.8269203 1.6354569 1.3953505 2.2032065 8.84084  ]",0.09090909090909091,"Her eyes told a thousand tales, but he did not ask her"
integrated_gradients,any,logit,baseline,original,[1.9665592 1.6663321 2.0822458],1.0,I have not
integrated_gradients,any,logit,baseline,original,"[1.4495438  0.96785897 1.3452519  1.3651304  0.988589   0.70664656
 1.1693453  1.9648402  1.6779144  5.20462   ]",0.1,"After all, it was not as if he had"
integrated_gradients,any,logit,baseline,original,[1.4481581 1.3718592 1.094103  1.0742942 2.050582  7.3128386],0.0,"If they have not, pick"
integrated_gradients,any,logit,baseline,original,[1.1522983  1.4194764  0.90337354 0.7903461  2.8402586 ],0.25,They did not look like
integrated_gradients,any,logit,baseline,original,[1.8631159 1.9183338 1.065437  2.6951127],1.0,There sure are not
integrated_gradients,any,logit,baseline,original,"[ 3.2024834  2.3267078  3.1415074  2.3164318  2.7533972  2.4619656
  2.8693888  2.3814533  3.1607654  2.445134   2.523591   2.237439
  4.2535944  1.9867272  1.9347469 13.467821 ]",1.0,"The switchbacks were rough enough, but John cut between them whenever there were not"
integrated_gradients,any,logit,baseline,original,"[1.3948449 1.2509094 1.3149747 1.4568697 2.466861  1.214926  1.205468
 1.4021772 1.0533599 1.0233026 2.9560282 1.5791273 1.0431802 1.1862324
 1.336585  2.9343078 1.5456289 1.8109155 9.198129 ]",0.14285714285714285,"We'll have to pack it or push it in handcarts, because we wo not be taking"
integrated_gradients,any,logit,baseline,original,"[1.5087157 1.1306113 2.004765  1.3841935 2.5954318 1.2452713 1.8985202
 1.4973897 1.3394469 3.3165329 1.1161026 1.3243519 1.5275023 4.244507
 8.299229 ]",0.08333333333333333,"To the best of Gregg's knowledge, the printer had not been used at"
integrated_gradients,any,logit,baseline,original,"[ 1.8189895  1.8130589  3.9813645  3.3474405  3.7394865  3.3482723
  1.5769191  2.112276   2.3939402 13.922915 ]",1.0,"The air smelled of flowers, but there were not"
integrated_gradients,any,logit,baseline,original,"[ 1.2458453  1.4439645  1.7613021  1.4578357  1.4906447  1.3668146
  1.7733672  2.1054487  1.2823417  3.5384538  1.8032849  1.3946711
  2.0399876  2.1883268 12.228999 ]",1.0,"The man deals with art as if it's geometry, and there are not"
integrated_gradients,any,logit,baseline,original,[3.5129716 2.7909825 2.1080713],0.3333333333333333,There was not
integrated_gradients,any,logit,baseline,original,"[1.3686776 1.1487948 1.9070907 2.564216  2.6507037 1.7790828 2.4341378
 9.162565 ]",1.0,"And by the way, there are not"
integrated_gradients,any,logit,baseline,original,"[ 2.4034202  1.9578899  3.7481332  3.2742083  4.102883   4.284555
  2.6505892 13.842133 ]",0.5,"Since then, I do not give out"
integrated_gradients,any,logit,baseline,original,"[ 1.9806708  1.601582   1.63765    3.3207686  1.8520428  3.2313197
  2.659693   2.028246   1.6716384  2.5341265 15.349561 ]",1.0,"Besides, this valley's so rugged, there are not"
integrated_gradients,any,logit,baseline,original,"[ 1.2352506  1.1558485  1.7725347  1.6533278  1.4298095  1.1413233
  2.182895   2.1677687  1.6801624  1.7744375 10.004194 ]",1.0,"He noticed that despite the approaching dusk, there were not"
integrated_gradients,any,logit,baseline,original,[1.4385393  1.1655823  1.5108501  0.64776236 0.79956734 3.2845004 ],1.0,You see that there are not
integrated_gradients,any,logit,baseline,original,"[1.3212109 1.4929298 1.1998974 1.2922323 1.262386  1.8044297 1.326918
 1.6515324 1.3318805 0.9585032 1.1547935 1.4473144 7.620442 ]",0.07692307692307693,"And I've got to say, I did not expect to see"
integrated_gradients,any,logit,baseline,original,"[ 1.683443   1.7033647  2.1103425  1.7843032  2.3885362  1.9025913
 10.570478 ]",0.5,"Unfortunately, that does not give me"
integrated_gradients,any,logit,baseline,original,"[1.1247532  1.1108128  0.851557   1.0332989  0.66702974 1.8832673
 1.1296283  4.57955   ]",0.125,I hope you do not intend to let
integrated_gradients,any,logit,baseline,original,"[0.6209349 0.6228848 0.859443  0.6659084 0.5585535 0.7105713 1.1439778
 2.4996603]",0.125,I see I do not have to make
integrated_gradients,any,logit,baseline,original,[2.3334982 1.7439643 1.3625413 1.4170481 1.0600685 1.7086715 9.421516 ],0.2,But he had not had to pull
integrated_gradients,any,logit,baseline,original,"[0.7221896  0.9681831  2.0558038  0.8803411  0.71229005 0.89611095
 1.2935971  6.3096004 ]",0.125,The senior sword was not going to shed
integrated_gradients,any,logit,baseline,original,[2.5079281 3.1803799 3.8289635 3.4628563 2.9305367 3.2544703 9.1247425],0.16666666666666666,But CIC has not picked up
integrated_gradients,any,logit,baseline,original,[2.1103969 2.7090106 3.3474104 2.1282039 5.5975595],0.5,Dad did not give me
integrated_gradients,any,logit,baseline,original,[2.1488419  2.0692532  0.764394   0.86132455 2.2007196 ],1.0,Remember that there are not
integrated_gradients,any,logit,baseline,original,[0.8631702  1.197067   0.79390675 1.0813994  2.633093  ],0.2,There was not time for
integrated_gradients,any,logit,baseline,original,[1.4511636 2.5275886 1.8618883 3.9397423 6.6220884],0.25,I do not recall seeing
integrated_gradients,any,logit,baseline,original,"[0.9576955  1.442801   0.7560122  0.52758706 0.7443859  1.1625495
 6.514908  ]",0.14285714285714285,Benjamin was not going to shed
integrated_gradients,any,logit,baseline,original,[0.8736105  1.0102255  0.6995975  0.72445405 2.8219461 ],0.2,I have not been in
integrated_gradients,any,logit,baseline,original,"[ 1.745477   1.2756524  1.5428929  1.3289245  1.3581588  2.0117433
  1.7578933  2.2311547  1.394097   2.1003897  3.9915793 11.235759 ]",0.25,"As far as I'm aware, he has not gone into"
integrated_gradients,any,logit,baseline,original,[1.9043298 1.7167301 2.2280083 2.4759073 2.66499   7.3681507],0.3333333333333333,But you have not asked me
integrated_gradients,any,logit,baseline,original,"[1.4252347 1.5676738 1.9962404 1.8109723 0.8258098 2.0472875 1.8191532
 5.7054524]",1.0,"Then I said, ' There are not"
integrated_gradients,any,logit,baseline,original,[1.4395821 1.7270998 1.9689771],1.0,We have not
integrated_gradients,any,logit,baseline,original,[1.6259226 1.3606925 3.1023474 1.4640079 1.0220455 1.3468945 5.8288236],1.0,We'll wait until there are not
integrated_gradients,any,logit,baseline,original,"[4.140032   2.6698353  1.4964232  3.133016   2.0352917  1.0094906
 1.4296049  1.1253442  0.8888992  1.890429   1.2375808  2.5561197
 0.80051535 0.77797717 1.9355646  2.5076685  0.99617755 1.427526
 1.1216066  1.4489214  2.3608325  5.784968  ]",1.0,"""Besides, Jenny said, """"as I remember the scene in the Oxleys' den, there were not"
integrated_gradients,any,logit,baseline,original,"[1.6191821  2.5344033  2.302634   1.0376254  0.99651504 1.398506
 4.9686475 ]",1.0,Look around you — there are not
integrated_gradients,any,logit,baseline,original,[2.8411796 4.426972  4.317893  4.2195315 6.5776744],0.3333333333333333,They did not switch off
integrated_gradients,any,logit,baseline,original,"[1.6185852 1.3994042 1.5220878 2.2154899 1.330759  2.1335638 1.8045409
 7.4228454]",0.3333333333333333,The ICU staff would not give me
integrated_gradients,any,logit,baseline,original,"[ 1.8251352  1.3176396  1.147534   1.2608628  1.2348223  1.5117702
  1.3471583  1.2864494  2.319894   1.9736086  1.25665    1.319755
  1.157447   2.01225    1.0466808  1.0551902  1.3745018  1.5450977
 12.713297 ]",0.05555555555555555,"She'd never thought of herself as a particularly brave person, and she was not out to win"
integrated_gradients,any,logit,baseline,original,[6.0396585 3.555039  3.5463326 4.885252  5.1690745],0.2,You have not given us
integrated_gradients,any,logit,baseline,original,"[0.8636721  0.9284286  0.88437927 0.83128977 0.6073729  1.4280822
 3.0787804 ]",0.0,"There were not, for once,"
integrated_gradients,any,logit,baseline,original,[2.3990638 1.6762322 1.8423159 1.2322365 1.3529418 6.5671186],1.0,It seems funny there were not
integrated_gradients,any,logit,baseline,original,[0.95121217 2.26505    0.7211165  0.9705582  0.84496677 3.2099402 ],0.16666666666666666,She did not seem to have
integrated_gradients,any,logit,baseline,original,"[ 2.2198062  1.441978   2.4913244  1.8076626  1.5765318  1.7843357
  1.7993159  1.8728071  1.997581   4.586038  13.327626 ]",0.2,"Oh, Tip, I know we did not quench"
integrated_gradients,any,logit,baseline,original,"[ 1.6135244  1.4468848  2.0664926  3.0581741  2.6431675  2.353172
  1.1099392  1.9748645  1.8513894  2.295758   3.282044   2.5680475
  2.6329598 13.638681 ]",1.0,We need a cleric or priestess to do it since we have not
integrated_gradients,any,logit,baseline,original,"[1.050992   0.974197   0.69409794 0.69464356 1.0205723  1.6617752
 4.4456253 ]",0.16666666666666666,But we do not know how near
integrated_gradients,any,logit,baseline,original,"[1.4046228 1.1518348 1.3546501 1.416558  1.0082723 1.5959849 1.739633
 1.7743169 1.6575183 1.8476653 1.4772192 1.725263  1.4378408 1.1881949
 1.559251  6.8324113]",1.0,"""It happened once before, yes, Gabriel replied, """"but there were not"
integrated_gradients,any,logit,baseline,original,[0.9152286 0.9746147 1.0792603 0.8756168 2.8816094],0.5,I do not know of
integrated_gradients,any,logit,baseline,original,"[1.4693738 1.2305987 1.5644858 1.2891078 1.3375609 1.2286458 1.8445343
 5.6309505]",0.125,The term offshore clearly had not rung
integrated_gradients,any,logit,baseline,original,"[2.224738  1.5941211 1.1284926 1.7871706 1.1014497 1.0296545 1.2222365
 1.9692101 1.1202104 1.1771133 1.1220609 1.0653505 1.596936  1.5038708
 6.770205 ]",0.07142857142857142,She wants the killer to be Mr Ian because she does not want to find
integrated_gradients,any,logit,baseline,original,[1.60476   1.515637  0.877399  0.9116304 3.3858006],1.0,Making sure there were not
integrated_gradients,any,logit,baseline,original,[0.97571474 1.2544367  0.9723029  1.8730528 ],1.0,Because there are not
integrated_gradients,any,logit,baseline,original,"[ 1.4911572  1.797287   1.9966422  1.7161547  1.398403   2.5450814
  3.0312014  2.153781   2.4555693 12.6310425]",1.0,The fans gave him every grief and there were not
integrated_gradients,any,logit,baseline,original,"[ 1.7364942  1.635113   1.7466158  2.289081   3.0897088  1.5243821
  2.113713   1.502719   3.1788857  2.2494874  2.0574043  1.9444005
  2.828652  14.244004 ]",1.0,"There's that short mast right on the stern, but there are not"
integrated_gradients,any,logit,baseline,original,"[ 1.6631682  1.6210839  2.2034585  2.2549443  2.2821696  4.291985
  3.35943    2.2919822  1.9178731  1.7240673  1.8764863  1.9831011
  2.6719925  2.2566702 12.445385 ]",0.1,"It was a four-story building, although there did not seem to be"
integrated_gradients,any,logit,baseline,original,"[ 1.4017096  2.6860561  1.619405   2.2362273  1.7138813  2.2006626
  2.840267   1.6869563  1.7160556  1.8648127  3.0782263 12.350071 ]",0.125,It dawned on me that I had not been aware of
integrated_gradients,any,logit,baseline,original,"[ 2.3159437  2.0822093  2.0998607  2.05718    2.3308434  2.4637032
  2.9299037  2.028074   1.6252483  1.744115   1.9497883  2.2907906
  2.437057   2.3830292  2.2077632  2.8158338  2.494251  18.47501  ]",0.09090909090909091,"""She - Alice - had screamed at her mother, """"You are not going to have"
integrated_gradients,any,logit,baseline,original,"[0.5840982  0.7414331  0.5310318  0.43592286 0.6431419  0.7972901
 1.8449512 ]",0.14285714285714285,And there do not seem to be
integrated_gradients,any,logit,baseline,original,"[ 2.4903367  2.165714   2.001639   1.9848136  1.62747    1.8424059
  1.9071138  2.5013742  1.8915534  1.733142   2.4205651  1.803284
  1.7612207  1.9296563  1.9773331  1.924772   2.731577   2.5159285
 14.8523035]",0.08333333333333333,Her pubic hair was thin and sparse enough that I knew that there were not going to be
integrated_gradients,any,logit,baseline,original,[2.243094  1.7945249 1.5657556 1.5685501 1.5327001 9.199826 ],0.25,If he has not actually seen
integrated_gradients,any,logit,baseline,original,[2.4352868 1.5579084 1.4652699 1.7726874 2.0497658 9.059835 ],0.16666666666666666,I do not need to hear
integrated_gradients,any,logit,baseline,original,"[1.1262419  1.146453   0.77319187 0.9188719  0.5975256  1.4583192
 1.4573237 ]",0.2,Except there did not seem to be
integrated_gradients,any,logit,baseline,original,[2.2897747 1.2723801 0.888243  1.4991087 1.7694995 6.116995 ],0.16666666666666666,He was not about to take
integrated_gradients,any,logit,baseline,original,"[1.5481734  2.6886368  0.97421294 0.69274783 0.54044104 0.9548754
 1.1014644  3.8998427 ]",0.125,"Soon, I was not able to see"
integrated_gradients,any,logit,baseline,original,[ 3.2102735  2.0856128  1.9880171  2.646788   2.5597897 11.785704 ],0.16666666666666666,I do not think we need
integrated_gradients,any,logit,baseline,original,"[1.9641825 1.4804456 2.7395077 2.8862112 2.3248754 2.6839273 2.9940689
 9.740283 ]",0.2,Let's hope they do not bring out
integrated_gradients,any,logit,baseline,original,"[0.8540732  1.0962582  1.1960927  0.7042974  0.8208315  0.6209009
 0.6215797  0.67901576 2.7383673 ]",0.1111111111111111,The trouble is there do not seem to be
integrated_gradients,any,logit,baseline,original,[1.5426286 1.421905  1.4421709 1.1001984 1.2743803 5.115506 ],1.0,"""Providing there are not"
integrated_gradients,any,logit,baseline,original,"[ 2.2222157  2.010861   1.9982091  2.1557376  2.1930442  2.3440387
  1.6807762  1.6130712  2.0835266  2.6094036  1.4918538  2.1952534
  2.1955106 11.227031 ]",1.0,My eyes were closed but it was like watching fireworks and there are not
integrated_gradients,any,logit,baseline,original,"[ 2.2710547  1.7786576  1.5067437  1.2206768  1.3882246  1.4303434
  1.3775917  1.3758056  1.3257582  2.7638683  1.4783219  3.2889552
  1.5992402  1.7016637  1.9272832  1.6463016  1.306919   2.9088757
  1.5115567  1.5737196  1.738837   2.0748973  3.088182  16.431828 ]",0.1,"Anybody who does better than that, who aver- ages more than 3.5 matches, does not have to wash"
integrated_gradients,any,logit,baseline,original,"[ 2.559416   1.6042986  2.2946897  2.0497153  2.3978188  2.7174366
  2.37497    2.0741992  2.5489545  1.7060215  1.363467   3.207441
  3.746591  16.600578 ]",1.0,"But, I say, you know, old thing, I have not"
integrated_gradients,any,logit,baseline,original,"[1.2368006  0.77674997 0.74306077 0.7351632  0.7359224  1.1193345
 0.49751773 0.9577351  0.9767882  4.175636  ]",0.1,"Well, you two certainly have not come to pin"
integrated_gradients,any,logit,baseline,original,"[1.9158174 1.2770921 0.8419428 0.8286669 1.1871582 1.6575106 1.158147
 7.376547 ]",0.2,But she certainly did not want to take
integrated_gradients,any,logit,baseline,original,[0.76694435 0.879327   0.65466815 0.81038606 0.91916347 2.0669148 ],0.16666666666666666,I was not ready to make
integrated_gradients,any,logit,baseline,original,[1.4920186 1.4040421 1.543262  1.1260809 1.1520652 1.9202474],0.16666666666666666,Ronan wo not ask you
integrated_gradients,any,logit,baseline,original,[1.4783562 1.3173506 1.388942  2.0895755 2.6948676],0.25,I do not wish for
integrated_gradients,any,logit,baseline,original,"[ 1.3739973  1.9603328  1.5605066  1.8389562  1.9570522  1.9156463
  1.8634256  2.4516003 10.295688 ]",1.0,I guess it's good that there are not
integrated_gradients,any,logit,baseline,original,"[1.4650868  1.9347324  0.9530798  0.68525714 1.1393383  0.8330277
 1.1725845  3.7404509 ]",0.2,"I, I do not think I have"
integrated_gradients,any,logit,baseline,original,"[1.8816642  0.88244754 0.83712167 1.3420761  1.648132   1.1848174
 7.883683  ]",0.25,But you did not try to test
integrated_gradients,any,logit,baseline,original,"[ 3.112564   2.599831   2.8869395  2.4083426  2.782054   2.6092482
  3.0501416  2.8747528  2.098538   3.0712986  1.8862085  2.118227
  2.0809116  2.659887   2.4887328 15.769163 ]",0.06666666666666667,"Harry Potter, judging by the expression on his face, did not seem to have"
integrated_gradients,any,logit,baseline,original,"[ 2.1841161  1.5057378  1.6453607  1.3048581  1.0689874  1.7707498
  1.822261   1.2527437  1.3220395  1.6283352  1.0077353  1.1531663
  1.918979   1.8369938  1.6505212  1.3517985  1.5637772  1.8695881
 12.745964 ]",1.0,"Often as not, neither Sylvia nor the children attended-or if they did, there were not"
integrated_gradients,any,logit,baseline,original,"[1.4505211 1.3479493 1.7261611 2.0671668 1.2568192 3.0663602 1.7374724
 1.1895503 1.4089348 1.5805697 8.582127 ]",1.0,"He needed some flesh duds, but there were not"
integrated_gradients,any,logit,baseline,original,"[ 2.0730996  1.3716074  1.2443712  0.8904596  1.1521766  1.4945453
  1.5436705  1.4154087  1.2848601  1.5272722  2.1081853  1.18084
  1.0430025  1.6718761  0.8383205  1.2144845  1.177062   1.3782268
  1.1305339  1.1752414  1.3662568  1.8794484 10.807206 ]",1.0,"Ten minutes ago, when Lloyd came in and told Montez the cop was here to see him, there were not"
integrated_gradients,any,logit,baseline,original,"[ 2.9411166  1.171427   1.3192906  1.5393975  1.635572   1.8059736
  1.7386994  1.4054209  1.8928568  1.5774657  1.64469    1.6323948
  3.0071418  1.5085168  2.0118234  1.6405188  1.7241884  2.9227273
  1.4006021  1.7945123  2.2446856  2.9919364  5.498707  19.06027  ]",0.14285714285714285,"But what you could say I do is no more'n luck the dog, 'cause you do not gimme"
integrated_gradients,any,logit,baseline,original,[1.0920073 1.3181654 1.7149246 1.561078  2.0354679 1.3978616 7.247787 ],0.5,I know Hillary would not give me
integrated_gradients,any,logit,baseline,original,[1.528971  1.4328212 1.9017442 2.5154898 2.0437045 7.0886254],0.25,I do not mean to cast
integrated_gradients,any,logit,baseline,original,"[ 2.4548628  2.5403855  1.8923255  1.7567445  2.4545696  2.5006948
  2.0348098  2.924698   2.3759692  2.1778316  2.534525   2.2993228
  1.7482316  2.5122817 15.416249 ]",1.0,"That wing is much newer than the rest of the house, and has not"
integrated_gradients,any,logit,baseline,original,[2.4856908 2.9818475 1.5499904 2.4943924 4.8019295],1.0,Bets just has not
integrated_gradients,any,logit,baseline,original,"[1.2620484 1.6726947 2.1893175 1.3882748 1.367768  1.3551166 1.1394418
 6.2474923]",0.16666666666666666,"At least, I do not know of"
integrated_gradients,any,logit,baseline,original,[2.975613  1.8960493 1.949023  4.356901  8.856337 ],0.25,They would not be taking
integrated_gradients,any,logit,baseline,original,[1.4062661  2.3104267  0.65952    0.74370325 1.3368845 ],0.3333333333333333,"Well, there was not"
integrated_gradients,any,logit,baseline,original,"[ 2.1024532  1.6646603  1.4139521  1.0872583  1.0083872  1.9009545
  3.7064636 14.982317 ]",0.125,At least they would not be hauling
integrated_gradients,any,logit,baseline,original,"[1.49057   1.2786599 1.4122868 2.3099973 1.2185758 2.0200663 1.4440459
 2.045096  9.321994 ]",1.0,"So far as I know, there are not"
integrated_gradients,any,logit,baseline,original,[1.3047334  1.222267   1.1815455  0.83115286 1.3795686  4.123478  ],0.16666666666666666,He still had not come to
