sentences,lime_base,lime_contrast,lime_contrast_rnd
"It looked like a private beach, though there weren't",0.00027882305,0.0004671889,0.00043221505
Of course she didn't have on,-2.560378e-05,-0.00014515372,-0.00020466544
So don't get,3.0027372e-06,0.00015411527,4.259788e-06
Then there weren't,0.00045565522,0.0005192865,0.00013090523
He knew I wasn't wearing,-0.00022589574,-9.804871e-05,-0.00013758295
But Jeb didn't show,5.0645012e-05,2.1001395e-07,3.5329047e-06
We didn't have,-4.4747644e-06,0.00048182943,0.00030054583
You act like you don't know,2.7393024e-05,-3.2138443e-05,9.035541e-07
Katya didn't have,5.5788695e-07,-1.5778787e-05,-0.00011890327
"Well, he hasn't received",-9.230897e-05,0.00010236772,-1.0468066e-06
We don't want to raise,7.531408e-05,0.00011277446,5.9129793e-06
Wes doesn't want,-1.7293067e-05,0.00019636279,9.39397e-06
But Freeman wasn't showing,-6.1182545e-05,-0.000106855965,-0.00014372129
There wasn't,0.00047116727,0.00055299234,0.00057046115
If you two didn't have,-3.539608e-05,-7.717522e-05,-1.0083895e-05
Juhle wasn't aware that,-0.00016314958,-9.406262e-05,-0.000230234
"But the other criteria, we don't want",6.5047294e-05,8.77846e-05,-6.3900836e-05
I won't talk to,-9.095442e-05,-2.238285e-05,-0.0001152182
There wasn't,0.0005441962,0.00053643034,0.0005437825
There weren't,0.0004676849,0.00035946898,0.00046838605
You don't have to make,9.526522e-05,0.00012747338,8.7475404e-05
"Hannibal's a small town, and I don't have",4.7428854e-05,1.1337994e-05,6.402001e-05
There weren't,0.0005429685,0.00035645068,0.0005895812
But don't get,0.0002070184,0.00014377786,5.724269e-05
I don't have,-8.930974e-05,-0.0001819097,-0.00013265884
There aren't,0.0003183717,0.00016118446,0.00026022698
"Broken from my trance, I looked up to see that the lead elephant's castle wasn't manned by",5.5306125e-05,2.6784695e-05,4.7625006e-05
Roudele hadn't asked,0.00013508741,0.00032999035,0.00019054208
But they still don't let you wear,-0.00010973326,4.4144934e-05,-0.000116520474
He won't need,-9.822399e-05,5.849463e-05,2.8019738e-05
She didn't have,-4.1151725e-05,-0.00019623531,-0.00023873906
You don't have to make,0.00011664629,3.2099113e-05,0.00015140977
"Remember, people, we don't make",0.00012775774,0.00014511259,4.9042235e-05
Too bad we don't have,-0.00012573204,-0.000106731975,-0.00010268146
He didn't have,-0.00017120893,-8.244151e-05,-0.00027167273
There aren't,0.00025913492,0.00022076152,0.00028629453
There weren't,0.0003695622,0.00032133982,0.0006599139
"No, you won't get",-5.918555e-05,0.00011608191,-2.1989923e-05
And they didn't try to get,-0.00010221508,-0.0001681018,-0.00016531606
He didn't show,6.885787e-05,-2.0718794e-06,0.00021139203
Yeah – but there aren't,8.4695435e-05,0.00025172927,0.000317518
I don't want,-4.2910156e-05,-0.0003915163,-0.00010328636
Lucas didn't have,-0.00045304906,-0.00017986345,-0.00021008705
There hadn't been,-1.1427304e-05,5.6970362e-05,5.8284177e-06
Didn't see,-0.0001768807,-8.230138e-05,-4.4726166e-05
And that's after you haven't had,-5.116421e-05,-7.690334e-06,-8.814785e-05
"I mean, if he had it, it was a crime, and he wouldn't have taken",-9.396383e-05,-1.7407938e-05,-8.537691e-05
We don't want,0.000117872245,8.094816e-05,0.00020147198
But our photo guy is checking what he got on filmwe don't want,-7.26555e-05,3.3703633e-05,0.00010270625
"Lots of cars, but I didn't see",7.178655e-05,0.00010356956,5.5990182e-05
"As far as I can tell, she didn't have",0.0001108294,-2.3891436e-05,-7.279266e-05
And there aren't,0.00017610632,3.9801504e-05,0.00040256666
I asked the ticket-takers this morning and they said they didn't give out,4.6686502e-05,1.6737571e-05,3.5933488e-05
"Yeah, but I wasn't answering",1.6615033e-05,5.0828847e-05,5.7815345e-05
"She'd taken the raise, but hadn't been doing",0.00013267489,9.666304e-05,5.3421834e-05
"""Then, """"I talked to him, too, and I didn't see",6.4538195e-05,0.00012086436,6.254024e-05
There hadn't been,1.5081658e-05,3.509617e-05,0.00016167681
"When I took the girls up, there weren't",0.00037641687,0.00042350194,0.00042629888
There aren't,0.00031861383,0.00011723861,0.0004739026
We fucked up a gun; I hope there aren't,8.374539e-05,0.0003233917,0.0001380363
You won't make,0.00017597228,0.00022315749,0.0002951277
There hadn't been,-4.4711564e-05,7.064016e-05,-1.9852629e-05
I don't see,-3.5575413e-06,-3.7586255e-05,-6.4930464e-05
"On I-94 it is, but you wouldn't want to cut",0.00015365228,0.00011971964,0.00010286047
He's one guy they don't have,-0.00023058189,-0.00013936593,-8.6722386e-05
— and the information that the menswear department hadn't sold,0.00014996182,0.00014854809,0.00014773036
There aren't,0.00034336536,0.0003939564,0.0004289355
We don't want,8.4605635e-05,0.00010538767,0.00020045102
He didn't make,0.000103627346,8.232882e-05,7.094807e-05
There won't be,-4.399858e-05,3.5407968e-05,0.00023664278
I didn't see,-7.165375e-05,-0.0001809696,0.00017682325
They won't let,-2.4837636e-05,-6.0535524e-05,8.105418e-05
I don't know,-0.00015675605,-8.9439294e-05,1.0079162e-05
They weren't taking,-0.00014703716,-3.002994e-05,5.198997e-05
"The LaCourts had two boats, a pontoon and a fishing rig, and there aren't",0.00030396093,0.000299764,0.00012567407
I don't want to hear,9.284988e-05,-1.5981961e-05,-1.3181358e-05
We don't want,4.7349364e-05,-7.655309e-06,0.00010793829
"From then until the past week, he hadn't had",-0.00010844288,-0.000183088,-6.2201245e-05
Sharon's mind raced as she searched for something plausible that wouldn't arouse,-5.0807692e-05,3.0414844e-07,2.9384637e-06
I-I don't have,-5.9111466e-05,2.3360564e-05,-9.6953474e-05
And I bet there aren't,0.00011150725,0.00023843923,0.00028725277
And there aren't,-0.00022099017,6.668418e-05,0.00010159683
"Suddenly, Jagger didn't have",-0.00019992651,-0.00025405874,-0.00018879128
I didn't come up with,0.00021473225,7.6004304e-05,-2.1316577e-05
And we didn't see,4.838961e-05,1.5467369e-05,-6.473763e-05
But I don't have,-0.00011351772,-0.00017733607,-0.00023465508
"""I said, """"Maybe they put rocks in it, maybe there aren't",0.00048483317,0.00016913348,0.0003596858
I got both of you guys in trouble today and I don't care about,6.8005174e-06,4.747993e-05,5.7148747e-05
"No point in your coming, he isn't allowed",-0.00034608593,-0.00025374873,-0.0002801721
You won't get,0.00017661465,0.00013775461,0.00015451014
There aren't,0.00030494266,0.00029740995,0.00018580281
And I haven't heard,-0.00031682514,-0.00013409012,-2.9068446e-05
That's why there aren't,9.869557e-05,0.00024445564,0.00012577372
He wouldn't let me have,9.903523e-05,0.0001655205,6.54906e-05
I don't have,-0.00010956503,-2.6999474e-05,-0.000116161325
You probably don't know,-0.00022646345,-0.0001314638,-0.00022221776
And there aren't,-0.0001320203,0.00016020657,3.6901045e-05
I haven't had,9.809563e-05,0.00028029707,0.00022863653
Now I don't feel,-9.5234354e-05,-8.494806e-06,2.3059787e-05
"Someone must know by now that something's happened, but I don't know if",2.264205e-05,-3.0502313e-05,8.919849e-05
The transcript bears me out when I say I didn't tell,4.9542054e-05,0.00033735065,0.00036003254
"Hildy seems very old to you, but I'm more than twice his age, and I don't have",6.9372705e-05,3.704446e-05,-6.3647225e-05
I hadn't brought,-5.342774e-05,-7.5228396e-05,0.00013041159
"What's that... well, I'm sorry, Harvey, I don't have",-2.0178544e-05,-6.62772e-05,-6.575844e-05
You don't need,0.00018809918,0.00022426946,4.025917e-05
I don't have,-0.00020207812,-0.00015733199,-6.41493e-05
"Yeah, but we know there aren't",0.00026992586,0.00021692218,0.00018887842
You aren't doing them,0.000101715814,1.8299866e-05,8.0973325e-05
Garp dressed in running gear for his walks; he didn't have,-0.00020577166,-5.279272e-05,-0.00012869657
"You shithead, you don't have",-0.00023193061,-0.0002612376,-0.00019866154
He didn't want,-0.00048086816,-0.00063507503,-0.0007086911
I didn't notice,0.0001671227,0.00018391389,2.0804124e-05
"Julia, I don't see",-3.9600935e-05,2.8890752e-05,0.0002749522
"Each time they crossed a corridor, they checked to make sure there weren't",0.0002119696,0.00033064932,0.0003801692
We don't have,4.1220992e-05,6.989902e-05,-2.7033133e-05
"For God's sake, didn't he have",-0.000120129436,-4.7357753e-06,2.129795e-05
"Come to think of it, he hadn't seen",-3.0182508e-05,2.1472806e-06,2.4030425e-05
Aren't,-9.721284e-05,-9.713481e-05,-6.377245e-05
I don't know about,-3.8493e-05,-2.9007671e-05,-7.925877e-05
He didn't anticipate,-0.00012082827,-3.297688e-05,4.1567946e-05
The ones in power don't play by,-9.4441406e-05,-0.00016549067,-0.00012092705
"You see, we aren't taking",-0.00015801194,-5.565531e-05,-8.357532e-05
"""I don't see",-2.2824646e-05,-8.0718855e-05,6.2892104e-05
"His eyebrows rose as I sat down, but he didn't show",4.6534227e-05,0.0001227293,0.00015798182
I haven't discussed,-5.294628e-05,-0.0001905736,-7.253105e-05
"No, we didn't want to leave",-7.552713e-05,1.7265289e-06,5.8194255e-06
That's why we don't have,-0.00018179847,-0.00014840689,-0.000103919076
didn't spot,0.00016244687,0.0002028374,0.0001964774
I don't see,-0.00019039966,-2.8463553e-05,-4.2671134e-05
Dr. Argent didn't have,-8.924201e-05,8.788705e-05,2.906518e-05
I didn't turn,0.00021696002,0.00035395508,0.00029466627
Can't catch,0.0003423728,0.00023920332,2.2396445e-05
"Anyway, except for strangulation and both being retarded, I still don't see",1.0097096e-05,-5.529877e-05,2.763832e-05
It didn't set off,0.0002539538,0.00012755783,0.00023194493
Milo hadn't found,9.894692e-05,0.00023675666,0.0002540467
Aaron hadn't spotted,-3.6698632e-06,8.1807586e-05,0.00013443716
I didn't hear,0.00011633945,0.00018416146,0.00019094284
"His bones, being hollow, didn't ring",0.0004359684,0.0001942584,0.00029733678
"""There weren't",0.0004528336,0.0005276455,0.00040740502
You won't have,-5.689923e-05,0.00010211729,-0.000103510225
"She said its all right for girls to play with each other like that, especially when there aren't",0.00036077705,0.0004137117,0.00053845113
This time he didn't deliver,8.09785e-07,-9.987736e-05,-0.0001855793
I certainly don't want to show,1.0064795e-05,-9.924955e-05,-4.4775763e-05
"Joana Carda remarked to Maria Guavaira, We didn't buy",6.389189e-05,6.421493e-05,9.392506e-05
Aren't you expecting,-0.000103409955,-0.00013083752,-8.2357066e-05
"She'd put Jack Cannon behind her, and she didn't want",0.00031571797,-2.2373095e-05,4.298406e-05
I hope you realize Katherine hasn't had,0.00011759468,-6.370095e-05,-1.61473e-05
I just don't want,-0.0002471399,-0.00017691,-0.0003624291
There aren't,0.00018592144,0.00023325626,0.00040169636
And I won't make,-3.675407e-05,-0.00010500154,-7.526453e-05
Since I didn't know,7.5167874e-05,0.00021510781,8.3180275e-05
She hoped that it was Todd because they hadn't made,6.4051535e-05,8.875794e-06,4.65513e-05
He didn't know,0.0001224931,9.318616e-05,3.8920025e-05
There weren't,0.00041467045,0.0004192912,0.0005153008
There aren't,0.0002694163,0.00042304987,0.00047715753
I thought you didn't have,-0.00019703095,-0.00026590098,-0.0003206972
"""Just so you don't get",2.417416e-05,1.8095192e-05,-1.6954233e-05
Scheeler's report noted there wasn't,0.00028323717,0.0001550364,0.00019253464
There aren't,0.00028107452,0.00032071723,0.00034298538
"No, Mr Wynn hasn't received",-0.00015392673,-5.6237666e-05,-0.00014547913
aren't,3.5311154e-05,4.0544972e-05,2.0221629e-05
"but Billie was already gone, so I didn't get",0.00011314731,0.00017252075,5.4317643e-05
Daniel didn't offer,0.0004011803,0.0002798631,0.00036374797
Carrie didn't have,3.4489953e-05,0.00032244888,0.00020470683
"Luckily, there weren't",0.0006024563,0.0006882481,0.000572961
Monk wouldn't have,0.000474395,0.00047343774,0.00051357585
She didn't have,-7.179749e-05,-0.00013270207,-0.00026906637
"Trying to stay positive as she fought to stay afloat, she told herself to be thankful there weren't",4.552165e-05,0.00017483189,0.00035897875
The chief wanted to go over the car just to make sure there weren't,0.00022602477,0.00033323583,0.00025645003
He didn't make,0.0001358799,0.00016698125,-1.2665888e-05
She didn't have,-0.00010728538,-5.9160237e-05,-7.112143e-05
"She loved her old, worn-out apartment and didn't have",-5.9965576e-05,-0.000105449944,-2.0491814e-06
There weren't,0.0004963958,0.0003725011,0.0006161449
We haven't time for,6.92271e-05,0.00014699454,8.64022e-05
We won't win,-6.582538e-05,-4.3275988e-05,-0.00012453146
They wouldn't settle for,8.536954e-05,0.0001126272,9.288383e-05
"""And, as for their devoted quarrying by hand: """"They probably don't have",-0.0002026951,-0.00014956761,-0.0002593493
But I don't want to take,-0.00014921911,-0.00010585708,-8.9000605e-05
I didn't hear,9.727609e-05,1.6493634e-05,8.413566e-05
I don't know,-0.00014177086,-0.00010319091,-0.00012557763
"But the food came on these crummy old wooden dishes, and there weren't",0.00051521516,0.00046152904,0.00042135658
"For some reason, Falier didn't want to make",5.6432902e-05,0.00010462419,2.9728606e-05
"He froze, suddenly aware that he hadn't got",1.2677354e-05,3.624098e-05,2.2439195e-05
He made a wish that there wouldn't be,-0.0003091913,-2.0880178e-05,-9.82061e-05
I do hope it won't cause you,-0.00018372355,-2.430017e-05,-0.00010133618
We don't have,5.93367e-05,8.352289e-05,4.988699e-05
I don't seem to have,-7.281441e-05,-7.980503e-06,2.9199291e-05
"She tried to stand up, but her legs didn't seem to have",1.829716e-05,-3.7482525e-05,4.807138e-05
"""That's…"""" He shrugged, as if to say there weren't",0.0003246856,0.00030378252,0.00026850973
There don't seem to be,1.7079059e-05,-5.528447e-06,-9.808899e-05
Runting wasn't showing,-0.00010699839,4.5047804e-05,-1.9051491e-05
"Some of the guys come up this way quite often, that's how they know there won't be",-8.703163e-05,0.000116883886,-8.266835e-05
"It'd have to stay there overnight before it was fit to use, so at least he wouldn't have to make",2.7484784e-05,-1.4537758e-05,0.00016908301
There aren't,0.0004156623,0.00026584556,0.0003085304
I haven't got,-4.0101568e-06,7.321676e-05,-6.388028e-05
Then you wouldn't need to have,0.000110160094,-9.850515e-06,3.043628e-05
"""He smiled, and added, """"There aren't",0.0002382866,0.00044131704,0.00031553366
I just don't want,-0.0002778357,-3.5380814e-05,-0.0002480349
It certainly hadn't done him,-0.00016510906,-5.848217e-05,-4.2670404e-06
He didn't take,3.5373614e-05,2.2044787e-05,5.8212165e-05
Unscarred — this body hadn't caught,-0.00019014603,0.000113606686,-6.4088963e-06
"""I don't see",-3.0195471e-05,-0.00015646213,-9.549982e-05
There hadn't been,-6.80891e-06,0.00018761269,1.7917922e-05
"Apparently, he'd believed that a bargain was a bargain, and I hadn't made",9.0461224e-05,6.1246734e-05,0.00010796803
I didn't find,0.00018332578,0.00019059301,0.00012883035
You said he wouldn't start,-4.8835347e-05,4.283461e-05,6.206159e-05
I didn't get,1.1206227e-05,-2.3832012e-05,-9.92172e-05
I don't want to have,-9.071315e-05,-4.646837e-05,4.1544437e-05
She didn't think he had,-4.3054984e-05,4.7555077e-05,2.009701e-05
There wasn't,0.00046319596,0.0004582518,0.0004742043
I didn't get,-4.2079475e-05,7.540243e-06,-8.833912e-05
Etain didn't have to take,0.00014086618,0.00015161924,0.00021330125
You won't' get,0.00021653791,0.0002988358,0.00012821729
I don't have,-6.785469e-05,4.963606e-06,-0.000108294145
You don't have,-0.0010094659,-0.00066097954,-0.001104351
I didn't have to make,-3.178045e-05,1.7087441e-05,3.4421682e-05
I don't have,-0.00010898758,-0.00011416033,-5.176876e-05
She wasn't wearing,-7.263774e-05,-5.1894254e-05,-0.000113410715
He knew he wouldn't be getting,2.0280715e-06,-6.522479e-05,-6.679897e-06
There aren't,0.0004079645,0.0002555848,0.00014847479
I didn't see,6.265189e-05,-0.00012517879,1.829182e-05
She had cried so much that she didn't have,-0.00018816312,-0.000242947,-0.0003978306
There aren't,0.0002983508,0.00029852428,0.00023556035
There aren't,0.0001872778,0.00035782275,0.00027390668
There weren't,0.00031883642,0.00042921046,0.0004455638
Mark didn't have,-0.00011032272,6.138121e-06,-7.888009e-05
We wouldn't want,0.0001599948,0.00020709532,0.00013577196
And don't use,-0.00011622425,-3.1896056e-05,-7.921187e-05
There aren't,0.00018833346,0.00031364989,0.00027941004
Can't come up with,0.000105166466,6.4182113e-06,-3.127301e-05
There weren't,0.00045017718,0.0004152404,0.00048870663
He wasn't going to get,-8.438845e-05,-0.0001421147,-0.00014436664
Her childhood hadn't included,8.671464e-05,5.806447e-05,0.00018085801
I wanted her for my first wedding but she wouldn't do,0.0001489257,0.00022020796,0.00016361324
"Oddly enough, Jedidiah hadn't taught him",0.00014390191,5.201978e-05,0.000110686524
As long as he doesn't touch,-2.8958639e-05,-0.00022365533,-2.2116707e-05
There weren't,0.0004524167,0.00032149174,0.000605022
She'd said there hadn't been,-0.00017030837,-0.00013547219,-9.603902e-05
He didn't have,-9.4649935e-05,-0.0002356892,-0.00019438428
And there aren't,2.0856174e-05,-0.00034018295,9.6792915e-05
Apparently there weren't,0.00044614502,0.00051948545,0.000477836
He hadn't added,-3.1987006e-06,-5.615683e-05,0.00013444605
Maybe there wouldn't be,-0.00013015681,-9.747954e-05,-0.00020529631
She didn't hear,1.3632626e-05,0.0001191278,0.00011203097
I told you I don't have,-1.964077e-05,-0.0001418254,-7.885264e-05
She hadn't picked up,-0.00012710653,-9.577388e-05,-0.00012951472
"I see you Mom, in my dreams… but you don't have",-0.00019962415,-4.6691468e-05,-9.783241e-05
She didn't have,-8.638031e-05,-7.548974e-05,-4.2877284e-05
He didn't know,1.2124602e-05,5.3128297e-05,-9.654933e-05
We really don't know,-1.0839908e-05,-7.396273e-05,-5.1575527e-05
"When she pulled her dress to her waist, she didn't have to jerk",4.8969516e-05,-8.8321685e-06,5.6098565e-05
You don't need,0.00010456321,-5.4370186e-05,3.9155035e-05
She didn't hear,0.000119261575,0.00013133083,0.00021465849
"Hell, Mom, I don't know",-3.06571e-05,0.00017504515,1.4406477e-05
It's too bad there aren't,-0.000113511895,0.00016617724,9.6001364e-05
"Jerry seemed to want to try everything with her, but she didn't remember",2.6680706e-05,0.00013118004,9.8159566e-05
I'm really glad that you don't have,-0.0002827663,-0.000120182056,-0.00028198637
There certainly weren't,-8.004324e-05,9.92264e-06,-0.00010145781
She didn't want to take,3.9170212e-05,2.2251159e-05,5.975482e-06
I didn't take,0.00011177146,0.00013254058,0.00012804687
"""But, she said, trying to keep her voice steady and firm, """"I just don't have",-4.6225223e-06,-7.435796e-06,-7.621784e-05
Jo didn't show,0.0002467527,0.00026047346,0.00017761225
Christian certainly hadn't shown,2.2975617e-06,6.810038e-05,0.00012720597
He knew he wouldn't find,9.331852e-07,-5.1548705e-06,3.925601e-05
It wasn't showing,4.404511e-05,-7.4382e-05,-0.00010229266
"Only Nadine knew, and she didn't show",0.00019272596,0.00017891834,0.00020276992
We still have to haul this thing out and make sure there aren't,3.9744642e-05,0.00010958747,0.00024175317
I didn't bring,-8.685179e-05,0.00015751833,-9.361346e-05
I didn't see,2.935795e-05,-1.2983071e-05,-1.8964927e-05
"""Answering the implicit question, she said, """"I don't have",-2.3678094e-05,-8.2430866e-05,-0.00028226402
She didn't have,9.568668e-05,-0.00021536028,-4.129013e-05
They just want to make sure you don't engage in,-5.3294143e-06,-2.3823242e-05,-4.0281535e-05
"""Maybe you're thinking to yourself, """"But I don't know",-9.199772e-06,0.00015453337,7.8490826e-05
I'm afraid I don't have,-0.00017776815,-7.7477685e-05,-0.00013302766
Didn't find,-2.7874117e-05,0.0001305008,4.2472533e-05
I didn't expect to put,-7.697007e-06,3.8759783e-05,-0.00010071555
Something easily done by three or four guys and you wouldn't be missing,-8.116121e-05,1.11299105e-05,6.971407e-05
Marsten wouldn't leave,0.0002550774,8.175711e-05,0.0002592123
I didn't see,-0.00011327642,-4.251749e-06,4.9197306e-06
An earlier daylight saving time doesn't do them,-4.8658352e-05,2.7187169e-05,-1.4319783e-05
There aren't,0.00026289522,0.0004037182,0.00016460009
I didn't see,-0.00011300453,-5.3741835e-05,-0.00013248832
I don't have,-0.0001738291,7.3099494e-05,2.578184e-05
I think we can safely assume that we won't find,2.8716082e-05,2.6940235e-05,-5.56968e-05
Like he doesn't have,-0.00037432706,-0.00038890247,-0.00034803493
"Of course I did, but I also knew it wouldn't score me",-1.2346845e-05,-6.5955637e-06,9.806118e-05
and I didn't see,-7.9950434e-05,3.9464132e-05,-2.432388e-05
He's behaving very well and hasn't had,-0.00015978608,1.1554577e-05,-3.923755e-05
"""We're supposed to take everybody out so they don't get",-6.199592e-05,-1.7965183e-05,-0.000108296525
I don't recall,0.00029123045,0.00014053338,-4.4967077e-05
I don't want,-0.00033368566,-0.000121435965,-0.0001038666
He didn't want to leave,2.2747787e-05,-7.6293945e-05,-5.9696496e-05
He hadn't made,8.213812e-05,7.2003546e-05,-8.1587496e-05
I didn't find,4.454632e-05,0.00051366247,7.969318e-05
But she wasn't going to take,-0.00012857941,-0.00016680273,-0.00021104788
Then she pulled up her dress and I could see that she didn't have,-7.256784e-05,-7.357304e-05,-5.9096717e-05
"Bastiel might have been on the council, but his study to didn't hold",1.5512684e-05,0.00014014507,-6.7243427e-06
"Interestingly enough, there weren't",0.0002329686,0.00026172027,0.00046928518
Make sure it hasn't got,-0.0004470758,-0.00042402488,-0.00037696204
"And right now, I wasn't placing",6.4619e-05,-2.6191467e-06,0.00010129747
"His scent said he was human, so he wouldn't overhear",0.00010529091,0.00014992691,0.00016224029
Though I still wasn't getting,-8.66e-05,-4.8405258e-05,-0.00016637216
One thing I did notice was the fact that there didn't seem to be,-3.9194776e-05,-3.364822e-05,-8.380669e-05
A careful study of the upper spaces of the barn didn't reveal,0.0002477084,0.00026975456,0.0002415934
He didn't want,-0.00040357027,-0.000552807,-0.0007155426
He wasn't wearing,-0.00017207669,-0.00022328497,-0.00012914873
I made sure she didn't see,8.449825e-05,-3.8337632e-05,-4.9046233e-05
He didn't want to owe,-5.0364062e-05,-1.6765465e-05,-9.939028e-05
I don't want to take,-5.606562e-05,4.418204e-05,3.369432e-05
He hadn't put,0.00021882815,0.00018487283,0.00016889579
I–I'll make sure we didn't leave,0.00010072878,0.00012628542,0.00021183696
I don't have,-6.890964e-05,5.6648863e-05,-0.0002542914
I thought you were the one who didn't want to take,-0.00017393994,-6.395561e-05,-5.849467e-05
"He sensed Michael was doing it, and since he didn't hear",0.00014527641,6.1002364e-05,0.0002297055
That doesn't win you,-8.5200074e-05,-2.405243e-05,-9.4705785e-05
"Still, Michael listened carefully and didn't hear",0.00023420714,0.00024492713,0.00014113757
Mark hadn't taken,9.198613e-06,-7.7324046e-05,-2.9597477e-05
"I mean, since we haven't been keeping",-9.865804e-05,-1.5555765e-05,-2.4051871e-05
We don't have,-2.9604416e-05,1.2125794e-05,3.832912e-05
And we don't need,-0.0001648155,-2.7385888e-06,-7.793088e-06
I sure hoped there weren't,0.0002248403,0.0003422182,0.0002809958
I haven't seen,-1.3934666e-05,5.9906226e-05,0.00010622522
The owner didn't allow,0.00014159095,0.00034995071,0.00018164342
He doesn't stockpile,9.4146395e-05,-1.3367621e-05,0.00012490769
Hugh hadn't taken,6.4720094e-05,3.2671676e-05,-0.000173126
This body wasn't setting,-0.00019203435,-7.1294264e-05,-0.0001310938
"I patted his pockets, and there weren't",0.00042255627,0.0004683911,0.00037445338
The furniture didn't have,-0.00015278756,-0.00010868712,-0.00033201938
Then she wouldn't be asking,6.479677e-06,-0.00010356473,2.079457e-05
"Even if the Skeezers are on that island and see us, and know we're friends, they haven't",0.00025513303,0.00021169873,0.0001465154
"""She laughed, saying: """"During the heat of the day I like to be an ape, for an ape doesn't wear",6.5992455e-05,-5.5191886e-05,6.914235e-05
I didn't notice,5.9906823e-05,0.00018036328,3.632963e-05
I don't see,-4.0935094e-05,-0.00015553864,-1.0067147e-05
I haven't received,6.507239e-05,6.4820684e-05,-9.280557e-05
She didn't want,-0.00047830708,-0.00024421696,-0.00047675747
And check the room to make sure there aren't,3.885001e-05,0.0002227898,0.0003071237
There weren't,0.00028606504,0.0004483927,0.0005307561
"She warned them that some Hunters were coming on business, but didn't want to give",-0.000112592184,4.6474277e-05,0.00016328508
"The head was still moaning, but it didn't have",-0.00013799216,-1.3370252e-05,-7.932583e-05
There weren't,0.00042322418,0.00058952905,0.0005677915
The only thing in his favor was that there didn't seem to be,-5.519586e-05,-5.7669353e-05,-2.46393e-05
And some of us have noticed that there aren't,0.00044754182,0.00030366497,0.0002686241
But there hadn't been,-9.1356305e-05,-0.000112718,-0.0001537981
There weren't,0.00043028296,0.00060875766,0.00056377077
There weren't,0.00043175076,0.00059886277,0.0004806281
We don't have,6.571686e-05,-2.5582458e-05,-1.754688e-05
But I don't have,-0.00015895466,-5.925976e-05,-0.00020125441
I didn't make,0.00015718043,7.03927e-05,0.00010684742
This doesn't include,1.2395187e-05,6.7716304e-05,5.6627396e-06
At last they've reluctantly agreed we didn't break,-5.1211195e-05,-4.2413078e-05,8.020908e-06
There wasn't,0.0006377306,0.000513257,0.0004476463
I don't know,-9.130612e-05,1.3866757e-05,1.311955e-05
I don't see,-0.00022137217,-0.00015575759,-9.463261e-05
I haven't taken,0.00014441846,3.5064015e-05,2.1808884e-05
He doesn't have,-0.00040918842,-0.0002506982,-3.961568e-05
Trev claimed it was because he wouldn't allow,-2.9252897e-05,-8.474518e-05,3.0236712e-05
Tess's friend didn't do me,0.00027604966,0.00018161445,4.946467e-05
But there aren't,-9.598947e-05,0.00026466136,0.00037670427
"Uh, you don't have",-0.00011768389,-0.00046790857,-0.0008398555
"We're partners, I'm gonna be totally up front, 'cause I don't want",6.1405706e-05,-4.155608e-05,-7.147042e-06
"""No, said Claire Steiger, """"there won't be",-6.925085e-05,2.1572785e-05,-1.11079435e-05
There won't be,8.269074e-05,0.00017067665,7.972255e-05
I don't see,-0.00010843691,-0.0001762434,-8.1948405e-05
I hadn't seen,9.746487e-05,0.0001356037,0.0002494344
I didn't find,0.00021775045,9.7194235e-05,0.00017045614
And there weren't,0.00024167706,0.0002035322,0.00034361926
And there aren't,-8.68943e-05,0.00020060861,0.0002850172
"Bullets can shatter when they hit bone, but the shot into her abdomen didn't hit",-3.0425144e-05,4.9300113e-05,4.4215154e-05
I told him I didn't have,-0.00014275435,-0.00013189547,-0.00012315597
But Ellerbee didn't keep,0.00031797195,0.00024834555,0.00024114447
These are old savings and checking accounts that haven't had,-0.00025630128,-0.00017382459,-6.50044e-05
I don't recall,-6.311307e-05,-1.3186819e-05,3.714022e-05
"Another thing, we didn't bring",-4.1275976e-05,-3.7090397e-06,-5.8665028e-05
I don't see you doing,8.775806e-05,4.67516e-05,-1.2141652e-05
It wasn't,0.00017659366,-0.00049328525,-0.00023600645
"To the best of my knowledge, you haven't consulted",-7.2311414e-06,-5.8715464e-06,-8.611899e-05
And they didn't have,5.2566502e-05,-0.00010832028,-0.00019934177
Emmis didn't recall seeing,-0.00010958625,6.702435e-05,1.8935158e-05
There aren't,0.0001977372,0.00031672488,0.00036727078
I don't have,3.9412014e-05,6.23876e-05,-8.4790285e-05
He didn't want,-0.0007027755,-0.0009155806,-0.0006194225
"So far, he hadn't had to do",-3.9699342e-05,6.3646585e-05,8.670853e-05
But the point is that I know why I wasn't having,-0.00012199726,7.838989e-05,6.117111e-05
``We haven't found,2.0747476e-07,-1.3380525e-06,-0.000120088705
And don't have,-6.5864755e-05,3.8648162e-05,8.810833e-05
We don't want,0.00015769913,0.0001695252,2.2677614e-05
But there aren't,-4.6039117e-05,-7.900396e-06,-1.5371148e-05
We didn't see,9.722447e-06,0.00010359703,6.7006155e-08
That name doesn't ring,-7.74479e-05,9.7587916e-05,-5.4891493e-06
But I didn't make,4.6904047e-06,0.00013850752,5.971266e-06
I knew you wouldn't bring,0.00015071727,0.00014000363,7.622596e-05
We didn't find,0.0001943446,0.00017580224,7.595019e-05
We don't want,0.00019891956,0.00031213067,0.00024477794
I don't see,-0.00014483137,-0.00010368323,-0.00029815373
We won't need,7.2156254e-05,9.516388e-05,0.000120633464
